name,polytype,model,a_relaxed,thickness,harm_minfreq_THz,qmin_a,qmin_b,qmin_c,label
1T-TiSe2,1T,distilled,3.4752,3.145,-0.0000,0.0000,0.0000,0.0000,marginal
