name,polytype,model,a_relaxed,thickness,harm_minfreq_THz,qmin_a,qmin_b,qmin_c,label
2H-TaSe2,2H,distilled,3.4244,3.404,-0.0000,0.0000,0.0000,0.0000,marginal
