timestamp_iso,gpu_util_percent,memory_used_MiB,memory_total_MiB
2026-08-24T17:08:48+08:00,0, 5, 32768
2026-08-24T17:08:58+08:00,0, 8, 32768
2026-08-24T17:09:08+08:00,14, 576, 32768
2026-08-24T17:09:18+08:00,14, 474, 32768
2026-08-24T17:09:28+08:00,14, 474, 32768
2026-08-24T17:09:38+08:00,14, 474, 32768
2026-08-24T17:09:48+08:00,14, 474, 32768
2026-08-24T17:09:58+08:00,11, 474, 32768
2026-08-24T17:10:08+08:00,14, 474, 32768
2026-08-24T17:10:18+08:00,13, 474, 32768
2026-08-24T17:10:28+08:00,14, 474, 32768
2026-08-24T17:10:38+08:00,14, 474, 32768
2026-08-24T17:10:48+08:00,14, 474, 32768
2026-08-24T17:10:58+08:00,11, 474, 32768
2026-08-24T17:11:08+08:00,14, 474, 32768
2026-08-24T17:11:18+08:00,14, 474, 32768
2026-08-24T17:11:28+08:00,9, 474, 32768
2026-08-24T17:11:39+08:00,13, 474, 32768
2026-08-24T17:11:49+08:00,14, 474, 32768
2026-08-24T17:11:59+08:00,14, 474, 32768
2026-08-24T17:12:09+08:00,13, 474, 32768
2026-08-24T17:12:19+08:00,11, 474, 32768
2026-08-24T17:12:29+08:00,14, 474, 32768
2026-08-24T17:12:39+08:00,12, 474, 32768
2026-08-24T17:12:49+08:00,14, 474, 32768
2026-08-24T17:12:59+08:00,14, 474, 32768
2026-08-24T17:13:09+08:00,14, 474, 32768
2026-08-24T17:13:19+08:00,14, 474, 32768
2026-08-24T17:13:29+08:00,13, 474, 32768
2026-08-24T17:13:39+08:00,13, 474, 32768
2026-08-24T17:13:49+08:00,14, 474, 32768
2026-08-24T17:13:59+08:00,14, 474, 32768
2026-08-24T17:14:09+08:00,14, 474, 32768
