smearing_degauss_Ry,direction,distance,signed_distance,q1,q2,common_static_MLIP_background_cm-1,full_EPC_response_Ry2,common_reference_constant_cm-2,controlled_long_range_correction_cm-2,controlled_MLIP_plus_full_EPC_cm-1
0.0019000869,KG,0.0235,-0.0235,0.3255,0.3255,1380.0839234807581,-4.743722434091469e-06,-170027.77431425342,-227153.00076930947,1295.175136836997
0.0019000869,KG,0.024,-0.024,0.3253333333333333,0.3253333333333333,1380.0845552492738,-4.691711443179353e-06,-170027.77431425342,-226526.6699341295,1295.417581208259
0.0019000869,KG,0.0245,-0.0245,0.32516666666666666,0.32516666666666666,1380.085204291103,-4.638058891582704e-06,-170027.77431425342,-225880.57096808887,1295.6676271849685
0.0019000869,KG,0.025,-0.025,0.325,0.325,1380.0858708018882,-4.5863153821431915e-06,-170027.77431425342,-225257.461219283,1295.9087736286544
0.0019000869,KG,0.025500000000000002,-0.025500000000000002,0.32483333333333336,0.32483333333333336,1380.0865549791502,-4.535130489490364e-06,-170027.77431425342,-224641.07848937094,1296.1472990153734
0.0019000869,KG,0.026000000000000002,-0.026000000000000002,0.32466666666666666,0.32466666666666666,1380.0872570222903,-4.4825052567282225e-06,-170027.77431425342,-224007.35078279546,1296.39248926107
0.0019000869,KG,0.0265,-0.0265,0.3245,0.3245,1380.0879771325795,-4.432875666103311e-06,-170027.77431425342,-223409.69743298204,1296.6237415661158
0.0019000869,KG,0.027,-0.027,0.3243333333333333,0.3243333333333333,1380.0887155131586,-4.3816950736933695e-06,-170027.77431425342,-222793.3664877922,1296.8621731699047
0.0019000869,KG,0.0275,-0.0275,0.32416666666666666,0.32416666666666666,1380.0894723690317,-4.3309163496203706e-06,-170027.77431425342,-222181.87495301728,1297.0987151295828
0.0019000869,KG,0.028,-0.028,0.324,0.324,1380.0902479070614,-4.282782178359593e-06,-170027.77431425342,-221602.22985959076,1297.3229599866734
0.0019000869,KG,0.0285,-0.0285,0.32383333333333336,0.32383333333333336,1380.0910423359626,-4.2316927148192106e-06,-170027.77431425342,-220986.99631362327,1297.5608998510784
0.0019000869,KG,0.029,-0.029,0.32366666666666666,0.32366666666666666,1380.0918558663009,-4.183365551627732e-06,-170027.77431425342,-220405.02715762806,1297.7860006452768
0.0019000869,KG,0.029500000000000002,-0.029500000000000002,0.3235,0.3235,1380.092688710485,-4.13559232168438e-06,-170027.77431425342,-219829.7286200512,1298.0085133819748
0.0019000869,KG,0.03,-0.03,0.3233333333333333,0.3233333333333333,1380.0935410827624,-4.08559290748656e-06,-170027.77431425342,-219227.62175179436,1298.2413336458533
0.0019000869,KM,0.0005,0.0005,0.33349999999999996,0.333,1380.0705574390659,-6.759056588885263e-06,-170027.77431425342,-251422.21583717078,1285.757569556953
0.0019000869,KM,0.001,0.001,0.3336666666666666,0.33266666666666667,1380.07057256686,-6.751086886296775e-06,-170027.77431425342,-251326.24245941264,1285.794906976073
0.0019000869,KM,0.0015,0.0015,0.33383333333333337,0.3323333333333333,1380.070597660173,-6.740601585250496e-06,-170027.77431425342,-251199.97554454984,1285.8440336920949
0.0019000869,KM,0.002,0.002,0.334,0.332,1380.07063262336,-6.726728567909079e-06,-170027.77431425342,-251032.91280674125,1285.909031861391
0.0019000869,KM,0.0025,0.0025,0.33416666666666667,0.33166666666666667,1380.0706773627815,-6.711606510928103e-06,-170027.77431425342,-250850.80878579424,1285.979885430084
0.0019000869,KM,0.003,0.003,0.3343333333333333,0.3313333333333333,1380.0707317867982,-6.692710294623697e-06,-170027.77431425342,-250623.25528734855,1286.0684155390802
0.0019000869,KM,0.0035,0.0035,0.3345,0.331,1380.070795805774,-6.671155454620498e-06,-170027.77431425342,-250363.68590202025,1286.169396127105
0.0019000869,KM,0.004,0.004,0.33466666666666667,0.33066666666666666,1380.070869332077,-6.64870922376934e-06,-170027.77431425342,-250093.38213989034,1286.27455165649
0.0019000869,KM,0.0045000000000000005,0.0045000000000000005,0.3348333333333333,0.3303333333333333,1380.0709522800762,-6.621171575286783e-06,-170027.77431425342,-249761.76610892266,1286.403539803243
0.0019000869,KM,0.005,0.005,0.33499999999999996,0.33,1380.0710445661437,-6.5929432657845276e-06,-170027.77431425342,-249421.83294563915,1286.5357574137797
0.0019000869,KM,0.0055,0.0055,0.33516666666666667,0.32966666666666666,1380.0711461086544,-6.562344406924398e-06,-170027.77431425342,-249053.3529669015,1286.6790646290758
0.0019000869,KM,0.006,0.006,0.3353333333333333,0.3293333333333333,1380.071256827983,-6.527196708829558e-06,-170027.77431425342,-248630.0945994616,1286.8436499137363
0.0019000869,KM,0.006500000000000001,0.006500000000000001,0.33549999999999996,0.329,1380.0713766465092,-6.492734528564661e-06,-170027.77431425342,-248215.09142861434,1287.0050167774702
0.0019000869,KM,0.007,0.007,0.3356666666666666,0.32866666666666666,1380.0715054886093,-6.4538487997051935e-06,-170027.77431425342,-247746.81865384092,1287.1870655067023
0.0019000869,KM,0.0075,0.0075,0.3358333333333334,0.3283333333333333,1380.0716432806637,-6.413042542852503e-06,-170027.77431425342,-247255.4183461963,1287.3780805346948
0.0019000869,KM,0.008,0.008,0.336,0.328,1380.0717899510503,-6.372653429868997e-06,-170027.77431425342,-246769.0414011794,1287.5671260239276
0.0019000869,KM,0.0085,0.0085,0.33616666666666667,0.32766666666666666,1380.0719454301475,-6.327104441572438e-06,-170027.77431425342,-246220.52780085994,1287.7802789150376
0.0019000869,KM,0.009000000000000001,0.009000000000000001,0.3363333333333333,0.3273333333333333,1380.0721096503316,-6.282139021089858e-06,-170027.77431425342,-245679.04168665264,1287.9906778187737
0.0019000869,KM,0.0095,0.0095,0.3365,0.327,1380.0722825459761,-6.2357528593328575e-06,-170027.77431425342,-245120.44661040913,1288.2076922768515
0.0019000869,KM,0.01,0.01,0.33666666666666667,0.32666666666666666,1380.0724640534493,-6.185718201499582e-06,-170027.77431425342,-244517.91532848042,1288.4417296525592
0.0019000869,KM,0.0105,0.0105,0.3368333333333333,0.3263333333333333,1380.0726541111178,-6.13723793765159e-06,-170027.77431425342,-243934.10249174814,1288.6684709938227
0.0019000869,KM,0.011,0.011,0.33699999999999997,0.326,1380.072852659341,-6.0854755971027425e-06,-170027.77431425342,-243310.76597348007,1288.91051383477
0.0019000869,KM,0.0115,0.0115,0.33716666666666667,0.32566666666666666,1380.0730596404708,-6.032816145882533e-06,-170027.77431425342,-242676.62619870433,1289.1567103136476
0.0019000869,KM,0.012,0.012,0.3373333333333333,0.3253333333333333,1380.0732749988506,-5.980977914564137e-06,-170027.77431425342,-242052.37578265736,1289.399033884932
0.0019000869,KM,0.0125,0.0125,0.33749999999999997,0.325,1380.073498680816,-5.925774092058292e-06,-170027.77431425342,-241387.59598037216,1289.6570341686725
0.0019000869,KM,0.013000000000000001,0.013000000000000001,0.3376666666666666,0.32466666666666666,1380.07373063469,-5.871453659774395e-06,-170027.77431425342,-240733.45420912234,1289.910868152846
0.0019000869,KM,0.0135,0.0135,0.3378333333333334,0.3243333333333333,1380.0739708107833,-5.816490669952343e-06,-170027.77431425342,-240071.57458107598,1290.1676597746382
0.0019000869,KM,0.014,0.014,0.338,0.324,1380.0742191613926,-5.759580832378998e-06,-170027.77431425342,-239386.25047030294,1290.433493026132
0.0019000869,KM,0.0145,0.0145,0.33816666666666667,0.32366666666666666,1380.0744756407985,-5.703888521474241e-06,-170027.77431425342,-238715.58815469703,1290.6936004182123
0.0019000869,KM,0.015,0.015,0.3383333333333333,0.3233333333333333,1380.0747402052639,-5.646556673679879e-06,-170027.77431425342,-238025.18207933247,1290.9613109901063
0.0019000869,KM,0.0155,0.0155,0.3385,0.323,1380.0750128130326,-5.589013395461747e-06,-170027.77431425342,-237332.2298999315,1291.2299605767212
0.0019000869,KM,0.016,0.016,0.33866666666666667,0.32266666666666666,1380.075293424327,-5.532191688988372e-06,-170027.77431425342,-236647.9670884047,1291.4951987645318
0.0019000869,KM,0.0165,0.0165,0.3388333333333333,0.3223333333333333,1380.0755820013458,-5.474003994745382e-06,-170027.77431425342,-235947.25467179276,1291.766758112532
0.0019000869,KM,0.017,0.017,0.33899999999999997,0.322,1380.0758785082626,-5.416431637595234e-06,-170027.77431425342,-235253.95231579532,1292.0354012659861
0.0019000869,KM,0.0175,0.0175,0.33916666666666667,0.32166666666666666,1380.0761829112234,-5.358728783182574e-06,-170027.77431425342,-234559.07847542534,1292.3046050228975
0.0019000869,KM,0.018000000000000002,0.018000000000000002,0.3393333333333333,0.3213333333333333,1380.076495178344,-5.3005459149113835e-06,-170027.77431425342,-233858.42417450965,1292.575997134881
0.0019000869,KM,0.0185,0.0185,0.33949999999999997,0.321,1380.0768152797089,-5.242899143683156e-06,-170027.77431425342,-233164.22570346313,1292.8448438885157
0.0019000869,KM,0.019,0.019,0.3396666666666666,0.32066666666666666,1380.0771431873666,-5.18503553166316e-06,-170027.77431425342,-232467.4159752222,1293.1146527562746
0.0019000869,KM,0.0195,0.0195,0.3398333333333334,0.3203333333333333,1380.0774788753304,-5.127283480564854e-06,-170027.77431425342,-231771.9496946647,1293.383894288244
0.0019000869,KM,0.02,0.02,0.34,0.32,1380.077822319574,-5.069759558207896e-06,-170027.77431425342,-231079.23060393368,1293.6520262630147
0.0019000869,KM,0.0205,0.0205,0.3401666666666667,0.31966666666666665,1380.0781734980276,-5.012586246594883e-06,-170027.77431425342,-230390.73366540982,1293.9184793874158
0.0019000869,KM,0.021,0.021,0.3403333333333333,0.3193333333333333,1380.0785323905777,-4.955358665123037e-06,-170027.77431425342,-229701.5831941343,1294.185138367458
0.0019000869,KM,0.021500000000000002,0.021500000000000002,0.3405,0.319,1380.0788989790638,-4.898246698214967e-06,-170027.77431425342,-229013.824985629,1294.4512128394936
0.0019000869,KM,0.022,0.022,0.3406666666666667,0.31866666666666665,1380.0792732472742,-4.841766431140735e-06,-170027.77431425342,-228333.67388242148,1294.7143030662412
0.0019000869,KM,0.0225,0.0225,0.3408333333333333,0.3183333333333333,1380.0796551809437,-4.784982184850385e-06,-170027.77431425342,-227649.86217684957,1294.978761396303
0.0019000869,KM,0.023,0.023,0.34099999999999997,0.318,1380.0800447677518,-4.729020889009548e-06,-170027.77431425342,-226975.96066974368,1295.2393482659552
0.0019000869,KM,0.0235,0.0235,0.3411666666666667,0.31766666666666665,1380.0804419973192,-4.6732908343305e-06,-170027.77431425342,-226304.84383309787,1295.49881611309
0.0019000869,KM,0.024,0.024,0.3413333333333333,0.3173333333333333,1380.0808468612024,-4.617135052919599e-06,-170027.77431425342,-225628.6002766022,1295.760218403286
0.0019000869,KM,0.0245,0.0245,0.34149999999999997,0.317,1380.081259352894,-4.562443761109815e-06,-170027.77431425342,-224969.99251167467,1296.0147722558547
0.0019000869,KM,0.025,0.025,0.3416666666666666,0.31666666666666665,1380.0816794678167,-4.507344106448885e-06,-170027.77431425342,-224306.4671275838,1296.2711810709693
0.0019000869,KM,0.025500000000000002,0.025500000000000002,0.3418333333333334,0.3163333333333333,1380.082107203321,-4.452592206922065e-06,-170027.77431425342,-223647.12950765135,1296.525932295651
0.0019000869,KM,0.026000000000000002,0.026000000000000002,0.342,0.316,1380.0825425586831,-4.399128941893729e-06,-170027.77431425342,-223003.3099831738,1296.7746582548818
0.0019000869,KM,0.0265,0.0265,0.3421666666666667,0.31566666666666665,1380.0829855350983,-4.344550028576822e-06,-170027.77431425342,-222346.05551134964,1297.0285237619566
0.0019000869,KM,0.027,0.027,0.3423333333333333,0.3153333333333333,1380.08343613568,-4.2913379536954876e-06,-170027.77431425342,-221705.2608885669,1297.276003712201
0.0019000869,KM,0.0275,0.0275,0.3425,0.315,1380.0838943654553,-4.238475726545328e-06,-170027.77431425342,-221068.6792295791,1297.5218211102817
0.0019000869,KM,0.028,0.028,0.3426666666666667,0.31466666666666665,1380.0843602313616,-4.184761785638223e-06,-170027.77431425342,-220421.84099636797,1297.771551683438
0.0019000869,KM,0.0285,0.0285,0.3428333333333333,0.3143333333333333,1380.0848337422412,-4.133286772151851e-06,-170027.77431425342,-219801.96455059331,1298.010856570451
0.0019000869,KM,0.029,0.029,0.34299999999999997,0.314,1380.0853149088398,-4.080988725164448e-06,-170027.77431425342,-219172.17690622312,1298.253942617086
0.0019000869,KM,0.029500000000000002,0.029500000000000002,0.3431666666666667,0.31366666666666665,1380.085803743801,-4.028945342657882e-06,-170027.77431425342,-218545.4560024432,1298.4958104255593
0.0019000869,KM,0.03,0.03,0.3433333333333333,0.3133333333333333,1380.0863002616625,-3.9786283344980715e-06,-170027.77431425342,-217939.52457926108,1298.7296376038635
0.00285013035,K,0.0,0.0,0.3333333333333333,0.3333333333333333,1380.070552374435,-6.435258190407339e-06,-170027.77431425342,-247522.94536006526,1287.2730029682953
0.00285013035,KG,0.0005,-0.0005,0.33316666666666667,0.33316666666666667,1380.0705574726148,-6.432435076631142e-06,-170027.77431425342,-247488.9486378678,1287.2862133049146
0.00285013035,KG,0.001,-0.001,0.333,0.333,1380.0705728352552,-6.426322458331237e-06,-170027.77431425342,-247415.3387862235,1287.3148205546327
0.00285013035,KG,0.0015,-0.0015,0.33283333333333337,0.33283333333333337,1380.0705985660052,-6.4183380680418846e-06,-170027.77431425342,-247319.1885350817,1287.352192871574
0.00285013035,KG,0.002,-0.002,0.33266666666666667,0.33266666666666667,1380.0706347705172,-6.4098025223092565e-06,-170027.77431425342,-247216.4011166211,1287.3921530906102
0.00285013035,KG,0.0025,-0.0025,0.3325,0.3325,1380.0706815564383,-6.397614058023979e-06,-170027.77431425342,-247069.6242357834,1287.449207485821
0.00285013035,KG,0.003,-0.003,0.3323333333333333,0.3323333333333333,1380.0707390334194,-6.385171916684858e-06,-170027.77431425342,-246919.79250522616,1287.5074571555003
0.00285013035,KG,0.0035,-0.0035,0.33216666666666667,0.33216666666666667,1380.0708073131073,-6.3710030667496466e-06,-170027.77431425342,-246749.16726894764,1287.5737904791724
0.00285013035,KG,0.004,-0.004,0.332,0.332,1380.070886509147,-6.3526962620775285e-06,-170027.77431425342,-246528.71162950137,1287.6594814471105
0.00285013035,KG,0.0045000000000000005,-0.0045000000000000005,0.33183333333333337,0.33183333333333337,1380.0709767371786,-6.336205552566299e-06,-170027.77431425342,-246330.12591367966,1287.7366869506477
0.00285013035,KG,0.005,-0.005,0.33166666666666667,0.33166666666666667,1380.07107811484,-6.31530028446791e-06,-170027.77431425342,-246078.37885410432,1287.8345397584865
0.00285013035,KG,0.0055,-0.0055,0.3315,0.3315,1380.07119076176,-6.292349274158923e-06,-170027.77431425342,-245801.9963971859,1287.94196110438
0.00285013035,KG,0.006,-0.006,0.3313333333333333,0.3313333333333333,1380.071314799563,-6.270889140142564e-06,-170027.77431425342,-245543.56748772226,1288.0424163997366
0.00285013035,KG,0.006500000000000001,-0.006500000000000001,0.33116666666666666,0.33116666666666666,1380.0714503518636,-6.24316860550916e-06,-170027.77431425342,-245209.74909080088,1288.1721387242837
0.00285013035,KG,0.007,-0.007,0.331,0.331,1380.071597544267,-6.217275115948771e-06,-170027.77431425342,-244897.93247939495,1288.2933213631864
0.00285013035,KG,0.0075,-0.0075,0.33083333333333337,0.33083333333333337,1380.0717565043672,-6.189706334394649e-06,-170027.77431425342,-244565.94153531035,1288.422334316562
0.00285013035,KG,0.008,-0.008,0.33066666666666666,0.33066666666666666,1380.0719273617449,-6.156804073223341e-06,-170027.77431425342,-244169.72334455224,1288.576269123178
0.00285013035,KG,0.0085,-0.0085,0.3305,0.3305,1380.0721102479674,-6.128066982593379e-06,-170027.77431425342,-243823.66329725727,1288.710737980801
0.00285013035,KG,0.009000000000000001,-0.009000000000000001,0.3303333333333333,0.3303333333333333,1380.0723052965848,-6.094018203178168e-06,-170027.77431425342,-243413.63841455462,1288.870020379121
0.00285013035,KG,0.0095,-0.0095,0.33016666666666666,0.33016666666666666,1380.0725126431305,-6.058392921964394e-06,-170027.77431425342,-242984.62885821203,1289.0366601826775
0.00285013035,KG,0.01,-0.01,0.33,0.33,1380.072732425116,-6.025521309184383e-06,-170027.77431425342,-242588.77974391606,1289.190430867143
0.00285013035,KG,0.0105,-0.0105,0.32983333333333337,0.32983333333333337,1380.0729647820333,-5.985878450575631e-06,-170027.77431425342,-242111.38940187672,1289.3758174870484
0.00285013035,KG,0.011,-0.011,0.32966666666666666,0.32966666666666666,1380.0732098553492,-5.949134505067841e-06,-170027.77431425342,-241668.90857861016,1289.5476555683533
0.00285013035,KG,0.0115,-0.0115,0.3295,0.3295,1380.0734677885052,-5.911034347159177e-06,-170027.77431425342,-241210.0958679709,1289.7258160654999
0.00285013035,KG,0.012,-0.012,0.3293333333333333,0.3293333333333333,1380.0737387269146,-5.867945131868256e-06,-170027.77431425342,-240691.2035391165,1289.927254066898
0.00285013035,KG,0.0125,-0.0125,0.32916666666666666,0.32916666666666666,1380.0740228179593,-5.829628110400709e-06,-170027.77431425342,-240229.77929711487,1290.1064022629414
0.00285013035,KG,0.013000000000000001,-0.013000000000000001,0.329,0.329,1380.0743202109907,-5.786472231868846e-06,-170027.77431425342,-239710.08419095047,1290.3081202235678
0.00285013035,KG,0.0135,-0.0135,0.32883333333333337,0.32883333333333337,1380.074631057321,-5.74234045747817e-06,-170027.77431425342,-239178.63707511313,1290.514374275966
0.00285013035,KG,0.014,-0.014,0.32866666666666666,0.32866666666666666,1380.0749555102302,-5.701046055959435e-06,-170027.77431425342,-238681.3583934747,1290.7073736649563
0.00285013035,KG,0.0145,-0.0145,0.3285,0.3285,1380.075293724952,-5.654141802144695e-06,-170027.77431425342,-238116.52430840756,1290.9265246487132
0.00285013035,KG,0.015,-0.015,0.3283333333333333,0.3283333333333333,1380.075645858681,-5.610037605674365e-06,-170027.77431425342,-237585.4092935662,1291.1325954365373
0.00285013035,KG,0.0155,-0.0155,0.32816666666666666,0.32816666666666666,1380.0760120705636,-5.565045923176206e-06,-170027.77431425342,-237043.6069248545,1291.3427864698574
0.00285013035,KG,0.016,-0.016,0.328,0.328,1380.0763925217,-5.516407634165581e-06,-170027.77431425342,-236457.89110511128,1291.56995865133
0.00285013035,KG,0.0165,-0.0165,0.32783333333333337,0.32783333333333337,1380.0767873751365,-5.471740636844092e-06,-170027.77431425342,-235919.99868570664,1291.7785957221815
0.00285013035,KG,0.017,-0.017,0.32766666666666666,0.32766666666666666,1380.0771967958651,-5.423612607249056e-06,-170027.77431425342,-235340.42755192917,1292.0033442541871
0.00285013035,KG,0.0175,-0.0175,0.3275,0.3275,1380.0776209508215,-5.3750688094915614e-06,-170027.77431425342,-234755.84962216747,1292.2300067043452
0.00285013035,KG,0.018000000000000002,-0.018000000000000002,0.3273333333333333,0.3273333333333333,1380.0780600088783,-5.328750720962332e-06,-170027.77431425342,-234198.07430268792,1292.4462764135233
0.00285013035,KG,0.0185,-0.0185,0.32716666666666666,0.32716666666666666,1380.0785141408446,-5.278910661272906e-06,-170027.77431425342,-233597.8864257939,1292.6789310449087
0.00285013035,KG,0.019,-0.019,0.327,0.327,1380.0789835194637,-5.231233416871033e-06,-170027.77431425342,-233023.74377283498,1292.9014877318693
0.00285013035,KG,0.0195,-0.0195,0.32683333333333336,0.32683333333333336,1380.0794683194047,-5.1833193208455055e-06,-170027.77431425342,-232446.74888667197,1293.125125419075
0.00285013035,KG,0.02,-0.02,0.32666666666666666,0.32666666666666666,1380.0799687172641,-5.1335577154974365e-06,-170027.77431425342,-231847.50577880238,1293.3573420659282
0.00285013035,KG,0.0205,-0.0205,0.3265,0.3265,1380.080484891561,-5.0861716374486615e-06,-170027.77431425342,-231276.8694321436,1293.578476686429
0.00285013035,KG,0.021,-0.021,0.3263333333333333,0.3263333333333333,1380.0810170227319,-5.036370602211953e-06,-170027.77431425342,-230677.15149857567,1293.8108293131272
0.00285013035,KG,0.021500000000000002,-0.021500000000000002,0.32616666666666666,0.32616666666666666,1380.0815652931267,-4.985644007761825e-06,-170027.77431425342,-230066.287723235,1294.0474640208108
0.00285013035,KG,0.022,-0.022,0.326,0.326,1380.0821298870073,-4.935716783883651e-06,-170027.77431425342,-229465.05019090892,1294.2803541128753
0.00285013035,KG,0.0225,-0.0225,0.32583333333333336,0.32583333333333336,1380.0827109905422,-4.884392547185029e-06,-170027.77431425342,-228846.9894411966,1294.5197177848654
0.00285013035,KG,0.023,-0.023,0.32566666666666666,0.32566666666666666,1380.0833087918027,-4.834235777285461e-06,-170027.77431425342,-228242.98765176313,1294.7536258122495
0.00285013035,KG,0.0235,-0.0235,0.3255,0.3255,1380.0839234807581,-4.784138141451578e-06,-170027.77431425342,-227639.69797121471,1294.9872346393336
0.00285013035,KG,0.024,-0.024,0.3253333333333333,0.3253333333333333,1380.0845552492738,-4.733718075877202e-06,-170027.77431425342,-227032.52550194974,1295.2223184209095
0.00285013035,KG,0.0245,-0.0245,0.32516666666666666,0.32516666666666666,1380.085204291103,-4.6840583276633495e-06,-170027.77431425342,-226434.50898605282,1295.4538440705492
0.00285013035,KG,0.025,-0.025,0.325,0.325,1380.0858708018882,-4.634233396005996e-06,-170027.77431425342,-225834.50328513345,1295.6861145747732
0.00285013035,KG,0.025500000000000002,-0.025500000000000002,0.32483333333333336,0.32483333333333336,1380.0865549791502,-4.584651092596217e-06,-170027.77431425342,-225237.41938113194,1295.9172349548744
0.00285013035,KG,0.026000000000000002,-0.026000000000000002,0.32466666666666666,0.32466666666666666,1380.0872570222903,-4.535106491672854e-06,-170027.77431425342,-224640.78950097022,1296.1481580029108
0.00285013035,KG,0.0265,-0.0265,0.3245,0.3245,1380.0879771325795,-4.4860278048342855e-06,-170027.77431425342,-224049.77028795274,1296.3768951728284
0.00285013035,KG,0.027,-0.027,0.3243333333333333,0.3243333333333333,1380.0887155131586,-4.4368537718617204e-06,-170027.77431425342,-223457.6028902403,1296.6060542032494
0.00285013035,KG,0.0275,-0.0275,0.32416666666666666,0.32416666666666666,1380.0894723690317,-4.3877805040194175e-06,-170027.77431425342,-222866.64893428478,1296.8347245541922
0.00285013035,KG,0.028,-0.028,0.324,0.324,1380.0902479070614,-4.3396195363875375e-06,-170027.77431425342,-222286.68115149593,1297.0591394445662
0.00285013035,KG,0.0285,-0.0285,0.32383333333333336,0.32383333333333336,1380.0910423359626,-4.290566996732407e-06,-170027.77431425342,-221695.9768101422,1297.2876736968642
0.00285013035,KG,0.029,-0.029,0.32366666666666666,0.32366666666666666,1380.0918558663009,-4.242614003849357e-06,-170027.77431425342,-221118.51351718995,1297.5110855446671
0.00285013035,KG,0.029500000000000002,-0.029500000000000002,0.3235,0.3235,1380.092688710485,-4.195019029447883e-06,-170027.77431425342,-220545.36158248415,1297.7328183604095
0.00285013035,KG,0.03,-0.03,0.3233333333333333,0.3233333333333333,1380.0935410827624,-4.14643365720466e-06,-170027.77431425342,-219960.28300118877,1297.9591284540395
0.00285013035,KM,0.0005,0.0005,0.33349999999999996,0.333,1380.0705574390659,-6.432094097399143e-06,-170027.77431425342,-247484.8424710094,1287.2878081606943
0.00285013035,KM,0.001,0.001,0.3336666666666666,0.33266666666666667,1380.07057256686,-6.426152486390593e-06,-170027.77431425342,-247413.29193678504,1287.315615273984
0.00285013035,KM,0.0015,0.0015,0.33383333333333337,0.3323333333333333,1380.070597660173,-6.4185742583072e-06,-170027.77431425342,-247322.03280402452,1287.3510872027423
0.00285013035,KM,0.002,0.002,0.334,0.332,1380.07063262336,-6.408726523480735e-06,-170027.77431425342,-247203.44363911296,1287.3971832306952
0.00285013035,KM,0.0025,0.0025,0.33416666666666667,0.33166666666666667,1380.0706773627815,-6.3980508157548315e-06,-170027.77431425342,-247074.8837939948,1287.4471603613765
0.00285013035,KM,0.003,0.003,0.3343333333333333,0.3313333333333333,1380.0707317867982,-6.384778961139043e-06,-170027.77431425342,-246915.0604251238,1287.509287076961
0.00285013035,KM,0.0035,0.0035,0.3345,0.331,1380.070795805774,-6.369656528136681e-06,-170027.77431425342,-246732.95187602256,1287.5800750089136
0.00285013035,KM,0.004,0.004,0.33466666666666667,0.33066666666666666,1380.070869332077,-6.353936277816853e-06,-170027.77431425342,-246543.6442443204,1287.6536646686773
0.00285013035,KM,0.0045000000000000005,0.0045000000000000005,0.3348333333333333,0.3303333333333333,1380.0709522800762,-6.334571899060277e-06,-170027.77431425342,-246310.45300326444,1287.7442992783824
0.00285013035,KM,0.005,0.005,0.33499999999999996,0.33,1380.0710445661437,-6.314692146485523e-06,-170027.77431425342,-246071.05548718257,1287.837347091124
0.00285013035,KM,0.0055,0.0055,0.33516666666666667,0.32966666666666666,1380.0711461086544,-6.2930471327356236e-06,-170027.77431425342,-245810.40020448732,1287.9386507583222
0.00285013035,KM,0.006,0.006,0.3353333333333333,0.3293333333333333,1380.071256827983,-6.267934294628531e-06,-170027.77431425342,-245507.9844152567,1288.056167062412
0.00285013035,KM,0.006500000000000001,0.006500000000000001,0.33549999999999996,0.329,1380.0713766465092,-6.243341146403693e-06,-170027.77431425342,-245211.8268762974,1288.1712532744602
0.00285013035,KM,0.007,0.007,0.3356666666666666,0.32866666666666666,1380.0715054886093,-6.2152601550458076e-06,-170027.77431425342,-244873.66775912954,1288.30264010537
0.00285013035,KM,0.0075,0.0075,0.3358333333333334,0.3283333333333333,1380.0716432806637,-6.185588973591535e-06,-170027.77431425342,-244516.35913002782,1288.4414544159015
0.00285013035,KM,0.008,0.008,0.336,0.328,1380.0717899510503,-6.1562881682001294e-06,-170027.77431425342,-244163.51067260743,1288.578532626587
0.00285013035,KM,0.0085,0.0085,0.33616666666666667,0.32766666666666666,1380.0719454301475,-6.122564984796075e-06,-170027.77431425342,-243757.40670773434,1288.7362677660692
0.00285013035,KM,0.009000000000000001,0.009000000000000001,0.3363333333333333,0.3273333333333333,1380.0721096503316,-6.089306877982155e-06,-170027.77431425342,-243356.9033246616,1288.8918203286323
0.00285013035,KM,0.0095,0.0095,0.3365,0.327,1380.0722825459761,-6.054777293845497e-06,-170027.77431425342,-242941.0884576218,1289.053302464269
0.00285013035,KM,0.01,0.01,0.33666666666666667,0.32666666666666666,1380.0724640534493,-6.016748364316997e-06,-170027.77431425342,-242483.13349897024,1289.2311168055123
0.00285013035,KM,0.0105,0.0105,0.3368333333333333,0.3263333333333333,1380.0726541111178,-5.980210334603576e-06,-170027.77431425342,-242043.13237103733,1289.4019537189586
0.00285013035,KM,0.011,0.011,0.33699999999999997,0.326,1380.072852659341,-5.940322308583072e-06,-170027.77431425342,-241562.78965475806,1289.5884184469605
0.00285013035,KM,0.0115,0.0115,0.33716666666666667,0.32566666666666666,1380.0730596404708,-5.89937219923758e-06,-170027.77431425342,-241069.65703533898,1289.77982342339
0.00285013035,KM,0.012,0.012,0.3373333333333333,0.3253333333333333,1380.0732749988506,-5.859315004755862e-06,-170027.77431425342,-240587.2771453443,1289.967041137373
0.00285013035,KM,0.0125,0.0125,0.33749999999999997,0.325,1380.073498680816,-5.815272170571086e-06,-170027.77431425342,-240056.90107223208,1290.1728414010568
0.00285013035,KM,0.013000000000000001,0.013000000000000001,0.3376666666666666,0.32466666666666666,1380.07373063469,-5.772184861272165e-06,-170027.77431425342,-239538.0316958641,1290.3741590298866
0.00285013035,KM,0.0135,0.0135,0.3378333333333334,0.3243333333333333,1380.0739708107833,-5.728227896926699e-06,-170027.77431425342,-239008.68969126756,1290.579511389428
0.00285013035,KM,0.014,0.014,0.338,0.324,1380.0742191613926,-5.681466063184038e-06,-170027.77431425342,-238445.5706683657,1290.7979236602303
0.00285013035,KM,0.0145,0.0145,0.33816666666666667,0.32366666666666666,1380.0744756407985,-5.636367172914668e-06,-170027.77431425342,-237902.4772738208,1291.0085518854644
0.00285013035,KM,0.015,0.015,0.3383333333333333,0.3233333333333333,1380.0747402052639,-5.58863102285639e-06,-170027.77431425342,-237327.625262545,1291.2314522540416
