stage,lane,kgrid,qe_tag,integration,label,direction,delta_equal_distance,role,q_reduced_h,q_reduced_k,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
diagnostic,A,240,qe75_npk120k,tetrahedra_opt_no_degauss,KG_d003,KG,0.003,kgrid_diagnostic_after_blind,0.3323333333333333,0.3323333333333333,0.3323333333333333,0.5756182183820568,542.769982,545.514635,1005.004718,1226.549526,1229.105262,1287.159876
