temperature_K,degauss_Ry,channel,direct_cusp_depth_cm-1,q6_cusp_depth_cm-1,dense_cusp_depth_cm-1,q6_kink_cm-1_per_t,dense_kink_cm-1_per_t,direct_kink_cm-1_per_t,dense_kink_relative_error,dense_K_signed_offset_vs_static_DFPT_cm-1,dense_line_MAE_vs_static_DFPT_cm-1_not_gated,shape_gate_pass
300,0.0019000869,L0,2.344077587143147,0.11060169448660417,2.0717830919879816,27.650423621679465,517.945772996967,586.0193967857583,0.11616274847243366,1.2935063883032853,0.8725032123641995,True
300,0.0019000869,Q0,2.344077587143147,0.11672625581718421,2.090383124256732,29.181563954296053,522.5957810642115,586.0193967857583,0.10822784377004808,-5.941770195206118,6.3303456430783624,True
450,0.00285013035,L0,1.5484070757142945,0.10947091578077561,1.5490148430515092,27.367728945193903,387.2537107628773,387.1017689285736,0.00039251134068495085,-10.538809019952623,10.70758855081699,True
450,0.00285013035,Q0,1.5484070757142945,0.115459209881692,1.5716235419340592,28.86480247039458,392.9058854835148,387.1017689285736,0.014993774301279737,-23.457600456612226,23.586288140768055,True
600,0.0038001738,L0,1.1575660537498607,0.10620026678793693,1.2050324411995916,26.55006669695581,301.2581102998695,289.39151343746516,0.04100533813673352,-19.749961972509254,19.854211973764677,True
600,0.0038001738,Q0,1.1575660537498607,0.22486772382012532,1.3365568877018177,56.21693095503133,334.13922192548284,289.39151343746516,0.15462688575934086,-60.83975925320988,60.69291974433995,True
