temperature_K,degauss_Ry,n_structures,fit_RMSE_meV_A,gamma_top_cm-1,k_top_cm-1,gamma_kink,k_kink,min_frequency_cm-1
300,0.0019000869,15,137.3054769895902,1547.9950967112231,1284.7328308302313,5.70964685887048,7.91363852526617,-3.320879270827345e-05
