T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
600,1527.38,1283.84,4.094,5.690,-0.000,246.32,615.93,780.81
