temperature_K,degauss_Ry,n_structures,fit_RMSE_meV_A,gamma_top_cm-1,k_top_cm-1,gamma_kink,k_kink,min_frequency_cm-1
600,0.0038001738,30,256.68286768106407,1552.2503204165193,1304.3853408666075,3.2163736189335896,4.76250978975353,-0.20822465227167838
