T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
600,1530.74,1299.99,4.837,5.457,-0.230,238.22,596.04,716.04
