temperature_K,degauss_Ry,n_structures,fit_RMSE_meV_A,gamma_top_cm-1,k_top_cm-1,gamma_kink,k_kink,min_frequency_cm-1
300,0.0019000869,30,138.78352150354505,1553.5686996682318,1296.3962579642869,5.506105230904372,5.870212338810071,-3.956741155595422e-05
