T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
300,1536.28,1338.78,5.033,3.115,-0.264,114.81,310.03,388.04
