T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
600,1538.07,1290.99,4.496,6.125,-0.000,240.24,607.87,716.72
