T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
300,1549.64,1321.80,4.165,3.991,-0.121,115.24,311.08,383.51
