temperature_K,degauss_Ry,n_structures,fit_RMSE_meV_A,gamma_top_cm-1,k_top_cm-1,gamma_kink,k_kink,min_frequency_cm-1
300,0.0019000869,45,138.6749200540427,1547.250322322055,1280.6700253215465,5.727292943471871,6.9438776848482915,1.7375413315943163e-05
