temperature_K,degauss_Ry,n_structures,fit_RMSE_meV_A,gamma_top_cm-1,k_top_cm-1,gamma_kink,k_kink,min_frequency_cm-1
600,0.0038001738,45,257.05549683321,1551.465745220735,1312.88642971467,4.030301617908689,4.189902827666825,-1.491551205304699
