T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
600,1517.68,1312.64,4.625,4.688,-0.199,222.89,610.31,715.79
