temperature_K,degauss_Ry,n_structures,fit_RMSE_meV_A,gamma_top_cm-1,k_top_cm-1,gamma_kink,k_kink,min_frequency_cm-1
600,0.0038001738,15,240.028156657885,1568.0129080760398,1311.240481902401,1.2887094040677147,4.1211571065680515,-1.0279433144145121e-05
