T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
600,1539.94,1284.77,4.031,6.314,-0.000,255.40,601.79,740.36
