T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
300,1545.22,1337.09,4.078,3.352,-0.366,105.11,287.44,370.97
