T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
300,1549.74,1316.72,4.177,4.616,-0.083,103.39,287.93,352.05
