T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
300,1537.64,1330.00,5.049,3.880,-0.292,110.23,293.55,348.76
