T_K,w_gamma_cm,w_k_cm,kink_gamma,kink_k,minfreq_thz,fit_rmse_meVA,mean_T_K,max_T_K
600,1548.67,1286.90,3.927,5.859,-0.000,231.80,586.47,751.39
