stage,lane,kgrid,qe_tag,integration,label,direction,delta_equal_distance,role,q_reduced_h,q_reduced_k,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
convergence,A,240,qe75_npk120k,tetrahedra_opt_no_degauss,K,K,0.0,kgrid_cross_host,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5773502691896258,544.263996,544.263997,1005.030557,1227.914678,1227.914679,1281.753275
convergence,A,240,qe75_npk120k,tetrahedra_opt_no_degauss,KG_d007,KG,0.007,kgrid,0.331,0.331,0.331,0.5733088173052985,540.927757,547.361596,1004.825469,1224.885352,1230.953197,1289.295858
