campaign,degauss_Ry,kgrid,region,t_GK,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
FD0_K_DENSE_B,0.0006333623,192,K,1.003,0.334333333333,0.579082319997,542.752148,545.470529,1005.004341,1226.4918,1229.070833,1286.600643
FD0_K_DENSE_B,0.0006333623,192,K,1.007,0.335666666667,0.581391721074,540.971529,547.262165,1004.821854,1224.962201,1230.84866,1289.167587
FD0_K_DENSE_B,0.0006333623,192,K,1.011,0.337,0.583701122151,539.215133,549.030189,1004.484422,1223.522764,1232.581284,1291.838399
FD0_K_DENSE_B,0.0006333623,192,K,1.019,0.339666666667,0.588319924304,535.790309,552.513601,1003.355715,1221.020912,1236.000444,1297.107917
FD0_K_DENSE_B,0.0006333623,192,K,1.023,0.341,0.590629325381,534.122395,554.22336,1002.559535,1219.971348,1237.688392,1299.415894
