model,mp_id,freq_mae,freq_rmse,omega_max_pred,omega_max_ref,omega_max_error,softening_pct,n_imaginary_pred,n_imaginary_ref,asr_residual_pred,cv_error_300k,s_error_300k,f_error_300k,n_displacements,error
distilled,mp-10851,0.16055654592368632,0.23910917151857727,37.21368122106027,37.295822961814146,-0.08214174075387604,-0.2202438081014542,131,335,3.669615679568552e-07,2.305675628065842,2.961156621343349,-0.7600710033149056,5,
distilled,mp-19795,0.21282383931295482,0.2689622968021574,9.162886590687787,9.56955828766839,-0.40667169698060235,-4.249639165735072,0,0,9.677648241350206e-08,0.3870297509009504,2.8394315622955446,-0.982328046368675,8,
distilled,mp-2472,0.3318368275071423,0.3895512861028295,12.026167679028902,12.710293963277183,-0.6841262842482809,-5.382458393368959,0,0,9.994034309728578e-08,0.4900345656492391,2.6962086487165564,-0.9733046804699453,2,
distilled,mp-34381,2.1453274891382157,2.8296716933434722,94.53536485508494,98.436113203478,-3.9007483483930656,-3.962720816017797,0,716,5.905303142790794e-07,-1.5741898044496452,-3.641092884477544,4.6854031846955735,12,
distilled,mp-554089,0.18496206275435836,0.23848741119732114,36.82719365006163,36.84407999414773,-0.016886344086096017,-0.04583190593652556,13,13,4.526619885788771e-07,0.6623760376999144,1.2478453626143562,-0.41697727644027793,18,
distilled,mp-555846,0.5765978532234545,0.7167069022571971,20.23306855762105,21.493853110023622,-1.2607845524025727,-5.8657912378428225,870,1217,1.7263609008553592e-07,11.104128184107253,36.79088145140088,-16.090086110549425,84,
distilled,mp-560616,0.41272939586167967,0.526081216999003,49.12309399438706,50.60135718333304,-1.4782631889459807,-2.9213903958941394,0,11,4.856465328522073e-07,2.3919080478373758,12.278874831338783,-5.816051088123089,16,
distilled,mp-625521,1.0384946740615533,1.412318201040451,86.2842364116467,86.49540467457919,-0.21116826293248891,-0.2441381293341134,182,468,4.639976067072867e-07,2.0673444451687573,8.493623048509988,-2.1073162182590153,18,
distilled,mp-753378,0.34819873376343546,0.4335591854322745,25.18296656533022,26.075216638090104,-0.8922500727598859,-3.4218318687197655,63,76,2.5557314762764753e-07,3.2982764192105094,5.536378823377987,-3.1779595461700296,18,
distilled,mp-9946,0.22038787691470257,0.2498234396531458,9.939996263188599,10.485597705386908,-0.5456014421983095,-5.203341359529847,0,0,1.1136470943883364e-07,1.2891393265215356,-1.3122633425346066,-0.05845324343988345,12,
