model,mp_id,freq_mae,freq_rmse,omega_max_pred,omega_max_ref,omega_max_error,softening_pct,n_imaginary_pred,n_imaginary_ref,asr_residual_pred,cv_error_300k,s_error_300k,f_error_300k,n_displacements,error
mace,mp-10851,0.4787093884229227,0.679647417619717,35.86355532684261,37.295822961814146,-1.432267634971538,-3.840289665783714,181,335,3.474189801036173e-07,3.6032772202732417,4.593057571009126,-3.040818930536929,5,
mace,mp-19795,0.8341280725893374,0.9782177848780155,7.748910221612583,9.56955828766839,-1.8206480660558064,-19.02541383129404,36,0,9.006532815989853e-08,3.5679339374766528,35.66335048000434,-11.942941152968707,8,
mace,mp-2472,0.6627337063075469,0.7370964295107003,11.897611513071368,12.710293963277183,-0.8126824502058145,-6.393891852964469,0,0,9.845050940993539e-08,0.859214392339851,5.6845629115639085,-1.9908970328491684,2,
mace,mp-34381,2.4811432887474933,3.831266976279082,88.7215457023116,98.436113203478,-9.7145675011664,-9.868906019364404,32,716,5.314010309837507e-07,-0.9725987207296356,-4.654039928160543,-1.478553094527868,12,
mace,mp-554089,0.514400591207027,0.6552806269975863,35.315004601992044,36.84407999414773,-1.5290753921556828,-4.150125046950716,1,13,3.3083342345629753e-07,3.967969632411098,5.620565582646691,-4.526287701982625,18,
mace,mp-555846,0.5691443492281476,0.6666810308767008,20.017400135699003,21.493853110023622,-1.4764529743246193,-6.869187049743435,103,1217,2.563778772577221e-07,12.436105265261517,47.95223286988062,-18.72074705800507,84,
mace,mp-560616,1.1147666618207974,1.363881549843052,47.208093105670166,50.60135718333304,-3.3932640776628773,-6.705875625763932,0,11,4.2527030743862616e-07,7.8478299182162345,42.63053730039934,-19.853999237646704,16,
mace,mp-625521,1.3392839049639518,1.8598197892764143,87.3197055407409,86.49540467457919,0.8243008661617068,0.9529996064680729,108,468,7.118373829403115e-07,-0.9095082585897956,3.230869874825885,2.3401264793238568,18,
mace,mp-753378,0.9825059741884618,1.1279169990820959,24.59164965323958,26.075216638090104,-1.4835669848505262,-5.689567244796594,19,76,2.854037325879989e-07,9.595871916601567,22.106334118824748,-10.76854626798552,18,
mace,mp-9946,0.9297206637007621,1.131580350109378,8.717533354136023,10.485597705386908,-1.7680643512508851,-16.8618365965209,0,0,1.698582849260865e-07,7.917390514557951,36.462029962475185,-13.611431424284277,12,
