model,mp_id,freq_mae,freq_rmse,omega_max_pred,omega_max_ref,omega_max_error,softening_pct,n_imaginary_pred,n_imaginary_ref,asr_residual_pred,cv_error_300k,s_error_300k,f_error_300k,n_displacements,error
orb,mp-10851,0.8592954210901554,1.218620705736441,36.741620627799406,37.29582296181414,-0.5542023340147324,-1.4859635476663442,1859,335,3.6917821151082376e-07,1.31936273241746,0.849528731183085,-1.1075200765287576,54,
orb,mp-19795,0.35264076697591756,0.46957035262998137,9.891064012771189,9.569558287668393,0.32150572510279574,3.359671527546859,320,0,9.67918950845035e-08,-0.18274679536730787,5.284604384604563,-1.7598048331865535,48,
orb,mp-2472,3.405386777107712,3.973192702970996,4.239859959567003,12.710293963277184,-8.470434003710182,-66.64231392431297,13,0,7.655846553612088e-08,136.39944900347217,175.5039082728581,-3.530142261799773,48,
orb,mp-34381,31.2030443321917,44.69051408781135,10.125961499274323,98.43611320347799,-88.31015170420366,-89.71316403123019,8128,716,6.108283081207289e-07,65.43379908900182,117.74548821459733,109.0114380725276,72,
orb,mp-554089,0.7129644651731274,1.017601728589088,36.33293819973763,36.84407999414773,-0.5111417944100936,-1.3873105109186679,1296,13,2.7787813089309115e-07,-0.31377997012546643,-1.9017964310495756,-0.9398663828904574,72,
orb,mp-555846,0.3092405276145185,0.3597600857175712,20.91184306098041,21.493853110023622,-0.5820100490432125,-2.707797648304357,4256,1217,1.2674068121683333e-07,2.3507238526079846,19.412013088343997,-9.454297715246156,168,
orb,mp-560616,0.5693855861159949,0.7638602353275656,49.8485172570791,50.60135718333304,-0.7528399262539409,-1.4877860361063786,780,11,4.4441998344296106e-07,0.684265767443776,15.997114161657805,-6.734930176940637,96,
orb,mp-625521,23.309329848457477,32.90600293532409,18.894133527097683,86.49540467457919,-67.60127114748151,-78.15591059642661,5770,468,3.516394343152105e-07,56.676266961567165,86.864397078646,75.2344905022447,60,
orb,mp-753378,0.6109836150178509,0.8634102013491128,25.6100635943518,26.075216638090104,-0.46515304373830446,-1.7838894694313645,892,76,2.758734792793619e-07,2.295123037782048,3.3981988652332404,-2.751351989119179,72,
orb,mp-9946,0.6071425188953788,0.7867692935582866,10.263246768275458,10.485597705386905,-0.2223509371114467,-2.1205366003810675,83,0,1.4153269198430082e-07,2.8690062091961295,12.467721352045658,-4.78415832319625,72,
