model,mp_id,freq_mae,freq_rmse,omega_max_pred,omega_max_ref,omega_max_error,softening_pct,n_imaginary_pred,n_imaginary_ref,asr_residual_pred,cv_error_300k,s_error_300k,f_error_300k,n_displacements,error
sevennet,mp-10851,0.29570749314801625,0.4330299345789056,36.21004315376899,37.29582296181414,-1.085779808045146,-2.9112638408779374,181,335,1.1316308909964575e-06,2.6033386432332577,3.2669061075787056,-1.8123281311227544,5,
sevennet,mp-19795,0.5076298669231534,0.6273913724493008,8.838281411938512,9.569558287668393,-0.7312768757298809,-7.641699373650561,17,0,9.525639755457456e-08,2.211576414531976,19.135125993025895,-6.5023457072114255,12,
sevennet,mp-2472,0.560222028769481,0.6592854921481536,12.01967905491842,12.710293963277184,-0.6906149083587643,-5.433508543186346,0,0,7.058050917994815e-08,0.8188011971896216,4.459788455658021,-1.6148811544847357,2,
sevennet,mp-34381,31.797768066896403,45.27780542828031,8.74128790735782,98.43611320347799,-89.69482529612017,-91.11983638637922,13748,716,5.827728964787e-07,61.30172351531594,127.76896129028636,95.32438628590785,72,
sevennet,mp-554089,0.6868706246815149,0.8963494413594784,36.01699746786096,36.84407999414773,-0.827082526286766,-2.2448179637492345,216,13,3.3315608424620096e-07,1.6684989755673314,1.2266292375741727,-2.1950313005366837,36,
sevennet,mp-555846,0.4215088332722433,0.4912348054284219,20.63065083014586,21.493853110023622,-0.8632022798777612,-4.01604251903633,119,1217,1.547956652371057e-07,8.729897412092214,40.91642017191555,-15.021381138762539,84,
sevennet,mp-560616,0.9777262314202453,1.2192341894683725,48.46275405963286,50.60135718333304,-2.138603123700186,-4.226375027752406,2,11,3.693907629859828e-07,5.567150309639771,29.569430276185244,-13.931672429165388,96,
sevennet,mp-625521,0.6437663940277771,1.1003994412036084,85.9472163568525,86.49540467457919,-0.548188317726698,-0.633777389433741,1293,468,3.606519561907023e-07,-0.4905478310356557,1.2335523317852335,-0.32752688930308693,30,
sevennet,mp-753378,0.9176319834774136,1.150967364824562,25.326340868262182,26.075216638090104,-0.7488757698279223,-2.8719829262472203,321,76,2.9362867548589735e-07,7.165027399798447,17.280063412526545,-8.681901719738065,36,
sevennet,mp-9946,0.8674353101459211,1.0806442279979926,8.985985605426121,10.485597705386905,-1.4996120999607836,-14.301636798352163,0,0,1.1647717878393971e-07,7.038637254123557,20.19389377388046,-8.451532718622204,12,
