signed_distance,kgrid_N,inverse_N,raw_DFPT_frequency_cm-1,linear_fit_frequency_cm-1,fit_residual_cm-1,N_infinity_frequency_cm-1
-0.003,192,0.005208333333333333,1287.389301,1287.3887988947358,0.0005021052641041024,1286.2504607368433
-0.003,240,0.004166666666666667,1287.159876,1287.1611312631574,-0.001255263157418085,1286.2504607368433
-0.003,288,0.003472222222222222,1287.010106,1287.009352842105,0.0007531578949055984,1286.2504607368433
0.0,192,0.005208333333333333,1281.164692,1281.1588012105258,0.00589078947427879,1284.204805026317
0.0,240,0.004166666666666667,1281.753275,1281.768001973684,-0.014726973683991673,1284.204805026317
0.0,288,0.003472222222222222,1282.182972,1282.1741358157894,0.008836184210622378,1284.204805026317
0.003,192,0.005208333333333333,1287.41643,1287.4165825263153,-0.00015252631533257954,1286.2833333157905
0.003,240,0.004166666666666667,1287.190314,1287.1899326842104,0.00038131578958200407,1286.2833333157905
0.003,288,0.003472222222222222,1287.038604,1287.0388327894736,-0.0002287894735673035,1286.2833333157905
