stage,lane,kgrid,qe_tag,integration,label,direction,delta_equal_distance,role,q_reduced_h,q_reduced_k,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
development,A,192,qe75_npk120k,tetrahedra_opt_no_degauss,KG_d015,KG,0.015,development,0.3283333333333333,0.3283333333333333,0.3283333333333333,0.5686900151517813,537.185653,551.136907,1004.051418,1221.477237,1235.016445,1293.790744
development,A,192,qe75_npk120k,tetrahedra_opt_no_degauss,KM_d023,KM,0.023,development,0.34099999999999997,0.318,0.34099999999999997,0.5640712129982643,534.154737,554.248877,1002.563112,1219.983003,1237.668099,1299.445485
