structure_index,trajectory_seed,snapshot_index,force_RMSE_meV_A,force_MAE_meV_A,force_max_abs_meV_A,max_error_atom_index,max_error_component,max_displacement_vector_A,RMS_displacement_A,Aprime_coordinate_abs_A,Aprime_force_error_abs_meV_A,predicted_energy_eV,target_energy_eV,centered_energy_error_meV_config
86,453005,86,0.010189271028087674,0.0067304733939249385,0.05166967796976785,68,y,0.40407358878125277,0.106687705751876,0.010863791336630102,0.006611123593591684,-89.09035537953717,-89.090376085981,0.018159620254560117
87,453005,87,0.011442599675683228,0.007272842480983823,0.04438695557151817,66,y,0.40407358964874995,0.10668770582673737,0.010863793528694729,0.003574829029894202,-88.79759333805322,-88.79760736306412,0.011478187318753422
88,453005,88,0.010507121789230255,0.0067714368333267145,0.0396677618241803,2,y,0.26922297832316755,0.07910117090968338,0.04238173203731457,0.00489936880341028,-90.12224509680233,-90.12225333282494,0.005689199029130047
89,453005,89,0.009875919271414223,0.0065774694951690705,0.044397032807008685,65,y,0.2692229784632536,0.07910117081709368,0.04238172824053514,0.007922288938298975,-90.11577036316379,-90.11577803803947,0.005128052095765649
90,453005,90,0.011627719558915655,0.007563641650419862,0.0420021934230963,17,x,0.31957874431172334,0.07739800423507755,0.02503170325824651,0.0028748393079421467,-90.05519166058234,-90.05519877687634,0.004569470420629311
91,453005,91,0.011998676331137706,0.008094589982555018,0.0473358212448316,23,x,0.3195787436895765,0.07739800412507127,0.02503169985258693,0.0060931946419724905,-89.99990668294247,-89.99991374541,0.0045156439520136855
92,453005,92,0.01211213803521433,0.007856349948243817,0.04533802248518626,0,y,0.3322356162283343,0.08552630085009637,0.044564300299450806,0.017000758855969363,-88.59028383591728,-88.59025219132813,-0.03419141272251143
93,453005,93,0.00912699440364216,0.006073514029135123,0.03975267497080548,65,x,0.33223561726012596,0.085526300807865,0.04456430221628576,0.014799356123929743,-88.49000402815491,-88.48996977532343,-0.036799655062840955
94,453005,94,0.010423360072348857,0.006658791668012582,0.04713763164487794,4,x,0.3088034268351505,0.08739346058981752,0.01728637793430708,0.01211336911843197,-89.74921789244434,-89.74922415681462,0.0037175467050568995
95,453005,95,0.011401877753046331,0.0071757453725616776,0.060257265087848566,12,x,0.3088034268264102,0.08739346050743566,0.017286379935410896,0.009034647470763353,-89.68638672953008,-89.68640378506983,0.01450871616351416
96,453005,96,0.011106826451869561,0.007162395085005504,0.049221158156864675,35,y,0.4138276163782494,0.09997624917774335,0.033559494990395365,0.002404869388805673,-90.07631297883904,-90.07632361462136,0.008088958737412591
97,453005,97,0.010111797265420351,0.0067774974621538425,0.03691045313258812,70,y,0.4138276164575995,0.09997624922626748,0.033559492792881576,0.022368645380047056,-89.66563387701704,-89.66563023985404,-0.006183986584223551
98,453005,98,0.011775669386512713,0.007418283554792869,0.06106722143495169,41,x,0.245774495868615,0.06532813696081775,0.02424855045617343,0.023578815430772067,-89.87290037938287,-89.8729073034814,0.004377274948647407
99,453005,99,0.01069823521250608,0.00684900306439323,0.04121876748702791,63,y,0.24577449690002506,0.06532813710492212,0.024248549198696238,0.009605994378850456,-89.82403410735088,-89.82403399061359,-0.002663560876830691
100,453005,100,0.009397519500369864,0.006698705706686216,0.03632068076209194,31,y,0.3365316359362109,0.08729821384223768,0.017537947799426853,0.008233472670627967,-89.44240156119172,-89.44241410656042,0.009998545125095385
101,453005,101,0.010159287506804974,0.006960100275191461,0.03880484927343275,65,x,0.3365316364750656,0.08729821372501126,0.017537945254465153,0.013299416534896762,-89.40538016194459,-89.40539249918497,0.009790416798078164
102,453005,102,0.011281510688498697,0.0077300251606238985,0.04609826183132881,25,y,0.3753496687983557,0.10487335727195123,0.023370357594035943,0.00926604681687567,-90.02949703586604,-90.0294944484128,-0.005134276818002566
103,453005,103,0.011460678699545554,0.0075087720251968484,0.054488987680567647,52,x,0.3753496687814086,0.10487335733464453,0.02337035750891789,0.008736659881177028,-90.23559177794858,-90.23559352336507,-0.0008014070963232218
104,453005,104,0.009947711626675805,0.006764835894472293,0.04167352539408142,59,x,0.23523366290998246,0.0736290886263312,0.03006887434123086,0.013503055742949294,-89.58857304631397,-89.5885899993947,0.014406257151572769
105,453005,105,0.011578895218695316,0.007773467720275437,0.03951607270469282,2,y,0.23523366289399583,0.07362908856963976,0.03006887307945071,0.004855875723010846,-89.43569595377451,-89.43567807228625,-0.02042831184131918
106,453005,106,0.011368594428359708,0.007195401132585767,0.04793342952158497,62,y,0.47854823655841305,0.12073334803042261,0.011411860209485692,0.007309392639684034,-90.81194834425781,-90.81198303863313,0.032147551736111765
107,453005,107,0.010975325530904004,0.007475896507664614,0.04537510827978819,31,y,0.47854823680373304,0.12073334799402119,0.011411858609132852,0.007754095005927679,-90.72802619642044,-90.72801806129657,-0.01068194745731906
108,453005,108,0.011434953289062268,0.007033106649901519,0.05197857874733591,71,y,0.2966761520272376,0.060765362964136614,0.024880689294320194,0.011693799629329251,-90.51752071870175,-90.51752266725664,-0.0005982686835655688
109,453005,109,0.010667313859261948,0.006948746576035993,0.04802395842085083,24,x,0.2966761524306064,0.060765363082577795,0.02488068794526755,0.007119775544707808,-90.45910792864133,-90.4591065913696,-0.0038840953059112353
110,453005,110,0.012094239456447782,0.008179442305908908,0.04408081275131259,66,y,0.2842751086309638,0.07746606119595785,0.03312523048727546,0.006961846551032893,-88.80372985429018,-88.80373144761508,-0.000953498683647543
111,453005,111,0.01100717104527104,0.007364203013275653,0.03750400156099509,4,x,0.2842751089639054,0.07746606114609624,0.03312523184015449,0.003942626076136738,-88.76108869115876,-88.76110347428413,0.012236301785956508
