structure_index,trajectory_seed,snapshot_index,force_RMSE_meV_A,force_MAE_meV_A,force_max_abs_meV_A,max_error_atom_index,max_error_component,max_displacement_vector_A,RMS_displacement_A,Aprime_coordinate_abs_A,Aprime_force_error_abs_meV_A,predicted_energy_eV,target_energy_eV,centered_energy_error_meV_config
128,453005,128,0.011519070443218711,0.007352881213233566,0.046677238725756354,5,y,0.3337879388724372,0.07624984797754127,0.021887692079884984,0.023436221774819337,-89.4547216243781,-89.4547024820331,-0.02168916857589428
129,453005,129,0.011259252368350204,0.007619778013846464,0.045891955057886236,3,y,0.33378793896661096,0.07624984784977319,0.02188769408332797,0.014049092968692348,-89.6264445130832,-89.62643908425399,-0.007975652791619344
130,453005,130,0.011440012373611362,0.007660259917899323,0.052562401825717586,46,x,0.4531590540849226,0.10146571213180634,0.01983600771267989,0.010200159146482292,-89.84165267237812,-89.84167613965343,0.020920451732659252
131,453005,131,0.009401005093763267,0.006486812850918447,0.035083988279005496,1,y,0.45315905426604347,0.10146571217504431,0.019836006317676798,0.015153948968210332,-89.60764126039354,-89.60763888758636,-0.004919630753524491
132,453005,132,0.011236979779718713,0.00767434516593813,0.04652519157688495,1,y,0.26369763116283124,0.066592738457903,0.07352595166221572,0.008059397411995756,-87.91157873254595,-87.91156671694206,-0.014562427465752611
133,453005,133,0.012514565689570887,0.008364678725196929,0.05091505153520526,2,y,0.2636976307179635,0.06659273838389387,0.07352595366607005,0.003086881803024618,-88.19906981551753,-88.19908349007018,0.011127729067889428
134,453005,134,0.01035401417984653,0.007028102795111556,0.046333431935163816,4,x,0.3735110321834383,0.09681879943027591,0.027943677151506894,0.013267104454353602,-88.64192553705541,-88.64191927377323,-0.008810105767670015
135,453005,135,0.01287280295348747,0.008186520351169109,0.05837865741042947,34,y,0.37351103233216554,0.09681879944755352,0.027943675973530775,0.007391006148847286,-88.45872398583619,-88.45872120131108,-0.005331348687936573
136,453005,136,0.013076512566785171,0.008399866132728974,0.06460602728530773,71,y,0.3399996835338187,0.07580987033980752,0.014621919954266715,0.007777307974434766,-90.09532089312397,-90.09532037915534,-0.0030607922091026767
137,453005,137,0.011019861502139724,0.007621581327206068,0.03754424321711358,30,x,0.33999968363835387,0.07580987036140631,0.014621919724675612,0.008360334275262499,-90.07233328911072,-90.07234169004977,0.005854115472298342
138,453005,138,0.01206632759849079,0.008041174468978191,0.043294372773949874,30,x,0.5034632306710087,0.0975527721355945,0.018070009484039733,0.011761734672409273,-90.11769494464882,-90.117700179408,0.0026879356064550093
139,453005,139,0.011370641862842716,0.007658067302830649,0.04030922422826322,69,y,0.5034632304625491,0.09755277211030051,0.018070011037840894,0.009792903706225521,-89.4477897588815,-89.44781691382397,0.024608118892738652
140,453005,140,0.011171433963151683,0.007302367044693407,0.039978631114268026,67,y,0.32247117848913776,0.08842017246450151,0.015569718482073358,0.011243144090074857,-89.7557353617987,-89.75575994989086,0.02204126857999237
141,453005,141,0.011129061914553748,0.007037474338829291,0.05263415022316309,70,y,0.32247117837766764,0.08842017221585945,0.015569718186482966,0.009545511531443299,-89.67924162199448,-89.67924983911668,0.005670298620780538
142,453005,142,0.012083250803851196,0.008322705638077297,0.03829956857859251,1,y,0.31686609427909024,0.07138863248195007,0.007858069666999567,0.013335046332631719,-90.66867329178139,-90.66864457296955,-0.03126563541319645
143,453005,143,0.010981717139948595,0.007447168787933924,0.0386469699662495,47,x,0.31686609398146914,0.0713886325279793,0.007858069973590074,0.013557551822315293,-90.39441658555455,-90.3944285806997,0.009448321564159793
144,453005,144,0.011491994908758041,0.007836663154831997,0.0346789514392154,64,y,0.4279758927822143,0.11548682125630413,0.03755405542627154,0.007414484620751676,-90.48414023971,-90.48413617000033,-0.0066165332547048665
145,453005,145,0.009582226313541171,0.006464132387605925,0.04396344765633664,5,y,0.4279758926404148,0.11548682127672741,0.03755405328376554,0.01424344441850657,-90.83289464513952,-90.832887325655,-0.009866308103928153
146,453005,146,0.011717132444989828,0.007771656705732061,0.04563794513079422,35,y,0.21873028569190606,0.06837699422471684,0.020325296678418033,0.01930428850563522,-88.65123747711017,-88.65124400061539,0.003976681640788608
147,453005,147,0.011801316083835705,0.0075681236674094475,0.04799442282310551,3,y,0.21873028644894338,0.06837699431790902,0.020325298694771385,0.008131802220072067,-88.8389611142696,-88.83897606878156,0.01240768838864407
148,453005,148,0.009811666656303593,0.006737126105280158,0.03781710376615788,69,y,0.3475859365719791,0.08285565367019064,0.015835963732811875,0.007636518627921385,-90.04497128976551,-90.04496410354015,-0.009733048940224384
149,453005,149,0.009613753926328057,0.006077523169010466,0.04845795631092109,69,y,0.34758593693408685,0.08285565369705149,0.0158359616951283,0.013865232403384274,-90.07342702415094,-90.07342851178923,-0.0010591852933335606
150,453005,150,0.009800507468755968,0.0066613339570196104,0.04258841808733871,70,y,0.29399260448208087,0.07994247045586171,0.0055619652702449665,0.015702480558696382,-89.93739957018933,-89.93742829353096,0.026176518049065102
151,453005,151,0.011409874517194125,0.007311911087610301,0.05774524599200248,40,x,0.2939926051940572,0.07994247048984679,0.005561963453331672,0.011935833723192197,-89.91364235110623,-89.9136598521218,0.014954191983302204
152,453005,152,0.011390896877293182,0.0076344891602508,0.04594577260652599,2,y,0.23815510867050022,0.058808870209218475,0.02560039188294075,0.008563943816853936,-91.979882851865,-91.97987126150693,-0.01413718165030294
153,453005,153,0.010200075238573659,0.006662091834555216,0.036332608585709636,35,y,0.23815510873759618,0.05880887024778413,0.0256003911529342,0.0034843114524600906,-91.92271579823766,-91.92274181500889,0.023469947650151347
154,453005,154,0.009946152938751637,0.00670383267294509,0.035389577641709025,34,y,0.44546598586654074,0.12919905682296376,0.07252714055392627,0.010344651084746413,-89.88453936063698,-89.88455470406319,0.012796602633452872
155,453005,155,0.0128344850119044,0.00840526855766553,0.04664814238797277,60,y,0.4454659858724436,0.12919905684287278,0.07252714260850848,0.015244711746392378,-89.78328990515111,-89.78328466148801,-0.007790486676289751
156,453005,156,0.011559004458799309,0.007715715033566283,0.04005548053037655,61,y,0.28068278560342064,0.06570231218606726,0.034116061526127936,0.006757116695482918,-89.91762423825477,-89.91762885116704,0.002066088684055482
157,453005,157,0.011589177313347746,0.007606389087601923,0.04091185493337868,62,y,0.28068278515495343,0.06570231221009055,0.034116061766719705,0.0037837492699839136,-89.89695978488429,-89.89694901691095,-0.013314796915769497
158,453005,158,0.01138817556897577,0.007348479381514494,0.045147646949850184,68,y,0.27877979283093735,0.07228118499162037,0.023990946469438893,0.0035087290508928966,-89.94884646194625,-89.94886371703548,0.014708265653335198
159,453005,159,0.011770189338646507,0.007842238407235316,0.03946517824537921,24,x,0.2787797913451889,0.07228118488396665,0.023990948550441354,0.008231999075320325,-90.0383962420114,-90.0383993811611,0.0005923261178490218
160,453005,160,0.01230087883377077,0.00816963642281426,0.04658222426878744,31,y,0.30742812327532226,0.08309051812405621,0.011227205667976591,0.00896083941889924,-89.5886286075002,-89.58864137184997,0.010217526196593477
161,453005,161,0.011018240387605845,0.007329483347675809,0.04204034571153592,53,x,0.30742812326799657,0.08309051815461385,0.011227201721350758,0.012322798249800369,-89.50787289749935,-89.50786712859203,-0.00831573090839773
162,453005,162,0.010121948493018224,0.007114131825695904,0.035530537734196344,27,y,0.42837786690146595,0.08601805207915779,0.03274886883445003,0.01523076940971357,-89.45207030885733,-89.45207174342835,-0.001112252561246881
163,453005,163,0.011340349641390846,0.0073782942051343215,0.0480709576420324,70,y,0.42837786635989383,0.08601805206525788,0.03274887034750877,0.01903606312689494,-89.11506779330784,-89.1150758267818,0.00548665038105393
164,453005,164,0.011558005056279736,0.007830090729547604,0.04678517033696039,64,y,0.36714850875649285,0.09125889602761884,0.01829548440040334,0.014887223779838851,-90.18054416536872,-90.18054882615726,0.0021139649683258694
165,453005,165,0.01202514758582083,0.008182803996259784,0.05193384627599773,53,x,0.3671485090633757,0.0912588959980801,0.01829548363974575,0.018903376803013308,-90.47330191469408,-90.4733113969916,0.006935473948838459
166,453005,166,0.010811959493200463,0.007633752113038356,0.03899764841142073,37,y,0.35491332762923244,0.08267189208721984,0.034551518934272794,0.006052789535247882,-89.08015522793956,-89.08014831263368,-0.009462129454268128
167,453005,167,0.012220216637685568,0.007795835517956102,0.05625220327587499,24,y,0.3549133274882979,0.08267189207812796,0.03455151911057524,0.003278630383589737,-89.04343829044939,-89.04344509904735,0.0042617743795384895
168,453005,168,0.012249569340414514,0.008346543451416444,0.050341862245284474,66,y,0.2597577733838541,0.06975325217623814,0.015928549248563118,0.00946352794942552,-90.12977350592551,-90.12977770180026,0.0016490511719761496
169,453005,169,0.012556466613988399,0.008530615989013893,0.04499757112474967,4,y,0.2597577734146956,0.06975325215985337,0.01592855160417684,0.017038850416626432,-90.14010251417479,-90.14011057278395,0.005511785588746913
170,453005,170,0.01282928241002621,0.008161424561138324,0.051417502905160006,2,y,0.3357436100170236,0.08690528939400233,0.053610513765577655,0.005982634284906576,-88.83853592350124,-88.8385615536515,0.02308332668202221
171,453005,171,0.011794397244163951,0.007562490927849055,0.05979491795304881,53,x,0.3357436101976062,0.0869052894432019,0.05361051410188566,0.0013457441495690172,-88.84768070665055,-88.84765093879686,-0.03231467726924582
172,453005,172,0.01055718337956993,0.007349677130516608,0.03372864443362822,65,x,0.3645365013144409,0.09200078371091737,0.03032261306526885,0.012311156358633394,-90.48467261100365,-90.48466916825764,-0.0059895695861674385
173,453005,173,0.011174675904981994,0.0075161577775107015,0.04171769387617541,2,y,0.3645365016418369,0.09200078374758289,0.030322614159856175,0.005844976946475134,-90.73073036025478,-90.73073184908303,-0.0010579953332031284
174,453005,174,0.011202879249177787,0.008062708926443979,0.03837471194245712,23,x,0.43646322322173803,0.09006665013229263,0.025894728589702307,0.002900982851491769,-90.03555710952168,-90.0355439551409,-0.015701204360757025
175,453005,175,0.012419715311831026,0.008260856416823828,0.04781329061431805,11,x,0.43646322333604154,0.09006665027709068,0.025894725962304164,0.014620276945476482,-90.03042371883339,-90.03041915108673,-0.0071145702370264035
176,453005,176,0.010842421972502724,0.007386583671913717,0.03871250489484446,67,y,0.42867148135865285,0.11959681720295534,0.03329422312424812,0.005185844911224237,-89.1882087555459,-89.18819936885652,-0.011933512964551104
177,453005,177,0.01218854998388595,0.008058609148215625,0.04997777174925444,71,y,0.4286714811875892,0.11959681720898986,0.033294223995867026,0.008107253559686625,-89.3970722533966,-89.39707395957622,-0.0008406439625237756
178,453005,178,0.011896810813835711,0.007888023517504563,0.049164087937647594,62,y,0.3871181599290108,0.08886117477824085,0.036615318059023245,0.0025401041393852096,-89.80998685685219,-89.80999378223676,0.004378560988366568
179,453005,179,0.011317965387024185,0.007884735480861011,0.03466297292309406,69,y,0.3871181603795269,0.08886117471180877,0.03661531877320556,0.005656859025240682,-89.77077534518436,-89.7707708877444,-0.0070042635363639265
180,453005,180,0.009614400690438934,0.006726066188258236,0.04158980966373349,71,y,0.35247386677442305,0.09927185764137596,0.020882951035462827,0.0029888041488229074,-89.74133613531247,-89.74134473617276,0.00605403671807873
181,453005,181,0.00963648624132941,0.006765059345221846,0.029829134771119925,32,y,0.35247386771077044,0.09927185761972347,0.020882951323730727,0.0041343893874698934,-89.83713224356374,-89.83713596761773,0.0011772304028549267
182,453005,182,0.01170283655506557,0.007637625224540496,0.04271899194230322,11,x,0.34607078878687525,0.07533171902572111,0.06177885110737013,0.006978671706521933,-89.85253093214162,-89.85250217981773,-0.03129914746499669
183,453005,183,0.011900715740318106,0.007308790832064854,0.05425007488946143,33,y,0.34607078904715244,0.07533171906275563,0.0617788536551854,0.0053459849005748315,-89.92515966875986,-89.9251571097436,-0.005105839846114198
184,453005,184,0.011343074036727881,0.007603148303107062,0.04268801075624218,24,y,0.29381258410292027,0.09297609071357604,0.049170417270635224,0.00896696342085978,-90.96803250198708,-90.9680585710655,0.02352225483628937
185,453005,185,0.010522344423644936,0.0073130088816689975,0.03561307964450311,64,y,0.2938125834841735,0.09297609075382621,0.049170420822812914,0.00371853302986842,-90.98061742710257,-90.98060933139942,-0.010642526731080201
186,453005,186,0.011144624334423363,0.0076103637389299235,0.04021198820081118,60,y,0.24813019184653237,0.06975666761393433,0.055690570229435125,0.008957606371172428,-90.09048878957272,-90.0904801393597,-0.011197036598436702
187,453005,187,0.012146425485241336,0.008095296811920729,0.04977704072084421,2,y,0.2481301934522195,0.06975666786102584,0.055690570292280014,0.008595265847359514,-90.06508147465549,-90.0650832803836,-0.0007410954615257499
188,453005,188,0.011764752087006454,0.007753952963924084,0.04394443275401727,47,x,0.24472838477847328,0.06211822937752778,0.04532902767247696,0.005333428286535381,-88.71472050562421,-88.71471594184816,-0.007110599638953848
189,453005,189,0.009818417228640344,0.006833303432355685,0.03356481471983308,65,y,0.2447283851782262,0.062118229366925244,0.04532902424713376,0.004151663866718595,-88.50903012184868,-88.509027802149,-0.004866523254681472
190,453005,190,0.012514293728092997,0.008070332052322873,0.06972008105177174,4,y,0.2542997633763812,0.06919538519080211,0.02086434112018322,0.018654723316139727,-89.99118864027808,-89.99118477521039,-0.006411891276674926
191,453005,191,0.010545522806736103,0.0068287547066302225,0.0433727682209728,66,y,0.2542997631044759,0.06919538515268334,0.020864343620105533,0.0016636730924809665,-89.87048947242786,-89.87050381736674,0.011798115296196935
192,453005,192,0.011678439319038935,0.007651926996100403,0.04207288739077608,41,x,0.4210485204711948,0.09771368629134324,0.05278443511028544,0.01090535963075722,-89.50188681002908,-89.50190243249297,0.013075640311749718
193,453005,193,0.010910374873359814,0.007349887817299973,0.040439512651868625,65,y,0.42104852130375303,0.09771368628732577,0.05278443062701151,0.005757478788638931,-89.28285166004677,-89.28286019751755,0.005990647196891056
194,453005,194,0.010384346053430178,0.007058969139123594,0.042880386282089344,2,y,0.4525676593956847,0.11337518010600771,0.015527154508869594,0.009210156193728872,-89.90474452473721,-89.90474637549727,-0.0006960635224591745
195,453005,195,0.011183077509817802,0.007586438964442953,0.04417822139757277,0,y,0.4525676595259298,0.11337518016213574,0.015527156861471719,0.01005793525391364,-90.0956515257156,-90.09565485127945,0.0007787402730722686
196,453005,196,0.008901696172932563,0.0063508038001529035,0.03385801127042676,69,y,0.3326565155273671,0.08935721485066081,0.04516816909651859,0.0038827596645638414,-89.71391148167348,-89.71394717674376,0.033148246701226
197,453005,197,0.009549270993236198,0.006481454399936118,0.03426383318325121,6,x,0.33265651552274034,0.08935721488872302,0.04516816906701695,0.0022394948885770577,-89.73715967713801,-89.7371666548939,0.004430932308091921
198,453005,198,0.010375393041268301,0.007156096568286784,0.03780966115352058,41,x,0.3135956474841882,0.100503260813583,0.017612289842190116,0.010903911919199783,-89.6581108830497,-89.65813965390748,0.026224034201855297
199,453005,199,0.011757292652297633,0.008083559869171635,0.04484848250907447,3,y,0.31359564755175484,0.10050326092507865,0.01761228869009008,0.005833048668246391,-89.53162243577049,-89.53162053213465,-0.004450459413523807
200,453005,200,0.011391923274469149,0.007606014083740843,0.04598767477714816,32,y,0.3127568601546491,0.08274174253447363,0.05333561841213042,0.004829697955944016,-90.27666560265315,-90.27668219169364,0.01404221690473643
201,453005,201,0.011111327677821279,0.00770199127872989,0.0408871854959969,27,y,0.3127568603596644,0.08274174255810748,0.053335616513687435,0.025221204385865236,-90.0021821606786,-90.00220542376971,0.020716267528892253
202,453005,202,0.01319120623447245,0.009063865939728197,0.04303231762214921,31,y,0.2708589464979073,0.07531895701822587,0.0179708509335439,0.007045559576227958,-90.56302644408899,-90.56302708691922,-0.001903993349732976
203,453005,203,0.010091750325283484,0.006984295566255919,0.03899916953986615,4,y,0.27085894846344466,0.07531895714824918,0.017970851763110026,0.009443981117724487,-90.58875252385808,-90.58875088547413,-0.004185207529066777
204,453005,204,0.01211656804338099,0.00811948238055518,0.04609701559088464,5,y,0.4093615646907868,0.10577527356959837,0.029008925052532573,0.02312605412287437,-89.34922162893419,-89.34919809086733,-0.02608489043529024
205,453005,205,0.011218425923512078,0.007858097928566819,0.051461526549223535,59,x,0.409361564679598,0.1057752735163684,0.029008925597466328,0.003087353840394015,-89.0484065238488,-89.04840548694382,-0.0035837285557723435
206,453005,206,0.012509704159387958,0.008284020982599652,0.04691174726972891,53,x,0.2977296527797317,0.07822384514180986,0.05262352722895713,0.00854326534115229,-89.85223744432238,-89.85223932724335,-0.0006639026103035424
207,453005,207,0.009022499963476198,0.006161519073402305,0.03841229557166592,69,y,0.29772965186410516,0.07822384516321458,0.05262352527481632,0.008292257906905336,-89.93404362770839,-89.93403705274574,-0.00912178623399503
208,453005,208,0.012054013684102362,0.007816852509251146,0.06436694549694089,40,x,0.35259053986090466,0.0806211448288017,0.03170468093132419,0.004842218131994866,-90.04550608616321,-90.04550283788062,-0.005795106175459826
209,453005,209,0.01038345344774834,0.007076866282484064,0.03876448164635837,52,x,0.3525905399833131,0.0806211449403566,0.03170468317940319,0.006533418021889051,-89.88683923684792,-89.8868369003109,-0.004883360602197702
210,453005,210,0.009988564161860107,0.006608044702124442,0.03697838446695134,31,y,0.2943642374608454,0.07180116371145746,0.02930856952938671,0.004543946932760554,-90.81129511255087,-90.81127857258177,-0.019086792675343155
211,453005,211,0.010539976390205288,0.007212392657793091,0.04141913488897586,71,y,0.29436423886187585,0.07180116367815935,0.029308568881252682,0.011542756736748127,-90.76414998435149,-90.76415439453953,0.0018633644608693583
212,453005,212,0.011797442778464574,0.007579782719031173,0.048518037249478674,71,y,0.4064181447310875,0.10784878063994494,0.03717676098487909,0.004906712763889536,-89.72506706802788,-89.72505611685136,-0.013498000099948134
213,453005,213,0.011244429695408268,0.007397416574361628,0.04333825817171011,66,y,0.4064181447594556,0.10784878066982091,0.03717676052598663,0.0007205979730036193,-89.48038451737575,-89.48040745665034,0.02039245100685131
214,453005,214,0.01195917203055888,0.0077809746705154075,0.04108335373675942,67,y,0.36364902559099954,0.08712219087962067,0.01501959342095193,0.010535630272835035,-90.01267770555384,-90.01267317027154,-0.007082105880490038
215,453005,215,0.011923677724717932,0.007684929287460179,0.04797778667287034,69,y,0.3636490256084273,0.08712219095765508,0.015019591312614215,0.008821907308383729,-89.92187193688727,-89.92186500527087,-0.009478439976978356
216,453005,216,0.01084599479491951,0.007595395983738495,0.04474603970294755,40,x,0.44184057209416033,0.11232309565917564,0.039565365634388464,0.02160739574856491,-88.58096893570585,-88.58095414607942,-0.017336450013421732
217,453005,217,0.011843963660398452,0.007857137944344379,0.04725352531975702,52,x,0.4418405725422731,0.11232309559361155,0.039565367801306504,0.01866714922819326,-88.80221184013395,-88.8022117922912,-0.0025946663263217333
218,453005,218,0.011417443171152645,0.0075127790142242535,0.04534845120574005,46,x,0.4570832895451438,0.10639320788255481,0.01922674062830406,0.0043087018289968085,-89.70238573406026,-89.70238109970884,-0.007181174992515101
219,453005,219,0.010953551548505351,0.007125912866404347,0.04099195881579476,61,y,0.45708328907850976,0.1063932077748148,0.01922673998969511,0.016475938511923142,-89.55708796860361,-89.55705574859385,-0.034766833336779726
220,453005,220,0.01175555594172124,0.007834299138170396,0.049816867777163765,34,y,0.30726420242885316,0.07994346668526654,0.03837230650440806,0.005456710340457481,-89.39569663914979,-89.3956964369472,-0.0027490261650105667
221,453005,221,0.011997054032450744,0.007949996407055824,0.04535270755479104,18,x,0.3072642022839899,0.07994346660743082,0.038372310125706355,0.006795498345547547,-89.73475599213957,-89.73478400364009,0.025464676938563947
222,453005,222,0.009565407923165644,0.0065317632955555534,0.036228952820738236,3,y,0.45764922064324093,0.12215763769799134,0.01197926293547823,0.003429984866389027,-89.99165655427907,-89.99163625265571,-0.022848446945194688
223,453005,223,0.012237382542600587,0.00825732531164091,0.04202441918710331,32,y,0.45764922064715075,0.1221576377666919,0.011979264381950903,0.0028159519197221115,-89.98083616558999,-89.98082900351294,-0.009708900633758807
224,453005,224,0.011973787560157587,0.007659065735833302,0.04879703267413049,65,y,0.3016349591134661,0.08633594949307413,0.05198776317492887,0.009166854729186828,-89.2655220850601,-89.26553491707114,0.010285187458075976
225,453005,225,0.01008133663778519,0.006812527192353849,0.04554055361616349,65,x,0.3016349586177776,0.08633594943996274,0.05198776361894222,0.0138713789533538,-89.14799841521828,-89.14799377694688,-0.007185094985734016
226,453005,226,0.011540942495847816,0.007284477462983546,0.04862004787575813,5,y,0.5151221357990902,0.12729163607820343,0.010169123450803402,0.024705938695988888,-89.08320081110078,-89.08318531206497,-0.01804585939088573
227,453005,227,0.012503609888854359,0.008017849806799619,0.05248768558940853,40,x,0.5151221351384921,0.1272916360132149,0.010169123873788169,0.01432107943025724,-88.92293536547727,-88.92294059466464,0.0026823637861165634
228,453005,228,0.013099069367018447,0.00851603221412688,0.04501744622853465,64,y,0.2929237618219865,0.08906663258782893,0.017743185040011985,0.001986186057793757,-89.9571895704909,-89.9571808169635,-0.011300350975934256
229,453005,229,0.010874099545320697,0.007561521424517616,0.03846615765290551,59,x,0.2929237621130616,0.08906663250081005,0.017743185199988524,0.006627274014053489,-89.89809204210567,-89.89811229104811,0.017702118854240702
230,453005,230,0.012129318284507093,0.008216216755535383,0.04606038817922542,34,y,0.33837593130151805,0.07721690577306405,0.02231396207846094,0.00583562119806597,-88.54999307514181,-88.55001464304512,0.01902107972365267
231,453005,231,0.010711290750966893,0.007540251446642233,0.04375240882165121,5,x,0.33837593124378923,0.07721690586642402,0.022313963501842393,0.011788761363482246,-89.07433394256968,-89.07433626059913,-0.00022879413483186295
232,453005,232,0.011663877602458227,0.007425090753293374,0.04575973134990363,41,x,0.3922761819196759,0.07983991722086924,0.06662584581724901,0.01761710188386408,-88.80452577901309,-88.80451920988033,-0.009115956344534956
233,453005,233,0.012304547469834802,0.008191482342316744,0.04522787329452882,66,y,0.3922761821219731,0.07983991723486446,0.06662584753806312,0.010529161763192903,-88.53439681379642,-88.53438781312113,-0.01154749887097258
234,453005,234,0.01023550211305855,0.007136398360374332,0.030560899931031393,71,y,0.4821672206445503,0.10175210095071743,0.07779462967107695,0.007166597080753545,-90.7489917681242,-90.74898483675464,-0.009478193134431953
235,453005,235,0.012098911247518726,0.007938802708474493,0.048621740951437786,24,y,0.4821672207417475,0.10175210094181233,0.07779463015152567,0.0018834788245557378,-90.77459982932692,-90.77460255900714,0.00018285663908083438
236,453005,236,0.01117531202592802,0.007510052566838684,0.0519606525442029,62,y,0.40718123465078376,0.09582521156724935,0.013594356332901823,0.01047659818952297,-89.22737488371074,-89.22738646562416,0.009035089846870884
237,453005,237,0.01200664964868609,0.0078000693588058875,0.050589012008106504,12,x,0.40718123483652663,0.09582521146609489,0.013594355071100657,0.01096080729436157,-89.46320948392159,-89.46322186438093,0.009833635758932738
238,453005,238,0.01231002935745579,0.00816893313424789,0.05221876407190962,47,x,0.33286874308568465,0.07981552155094139,0.04328365343041741,0.020498936618047654,-89.07113698900876,-89.07115934090524,0.019805072896256583
239,453005,239,0.010032135639057286,0.006708452145722813,0.04270260297112305,53,x,0.33286874317089554,0.0798155214724867,0.043283652328140354,0.009524708002402089,-89.18499545060239,-89.18497807480951,-0.019922616458861363
240,453005,240,0.010607032556571198,0.006948002342931158,0.04996196416928722,2,y,0.3307540898040473,0.08409935048267121,0.035704362121447314,0.013146158108874807,-89.64543308441917,-89.64544458170364,0.008950460895912707
241,453005,241,0.011792643697485233,0.0081701426960408,0.04908927430813392,30,y,0.3307540911675449,0.08409935044267418,0.03570436374268093,0.0034884818813899878,-89.60200776325527,-89.60202507350071,0.014763421860048235
242,453005,242,0.011553940903815266,0.007742755623753908,0.042133720667303365,63,y,0.4519369991920622,0.1085996194246456,0.03696199886675174,0.009439940389900571,-89.85078237306446,-89.85076941352678,-0.01550636126443313
243,453005,243,0.010561293263360213,0.007283557310365408,0.03686635837230057,70,y,0.4519369992094322,0.10859961941523227,0.03696199678554032,0.004298875374367872,-89.95683691817787,-89.95682824114255,-0.01122385890459062
244,453005,244,0.008796928684083891,0.006028038681458997,0.035864004621743995,64,y,0.34299305515753903,0.09065702776124712,0.05137051035238703,0.004527893761662652,-88.85255318991608,-88.85255499847695,-0.0007382627123793857
245,453005,245,0.011980579394892903,0.007463377346134686,0.05402156695866189,4,x,0.34299305517527445,0.0906570276814768,0.05137050930976476,0.008024125269883341,-88.99755722261264,-88.99755514636414,-0.004623072086123632
246,453005,246,0.011389714443818276,0.007109181421457958,0.056566461994478345,65,x,0.33936063820537277,0.08047984925741243,0.0364790622253746,0.016712416387469214,-89.50983922033174,-89.50984506116735,0.003294012032834341
247,453005,247,0.01255523705474394,0.00807894027852616,0.05186473243479206,66,y,0.3393606367793065,0.08047984931081918,0.03647906206424201,0.010169270967340473,-89.51759593035254,-89.517602863246,0.004386069876100389
248,453005,248,0.011876139070345272,0.008149244117636947,0.04173247861372076,61,y,0.4657730585728908,0.11479895787674975,0.04785690499512433,0.007166624548976319,-88.90728735756508,-88.90729426916573,0.004364777070359575
249,453005,249,0.01237056187602223,0.008146471865391977,0.04510461804718702,66,y,0.4657730585546106,0.11479895789710878,0.047856910748673216,0.01073768379949486,-88.77866411031216,-88.7786821754206,0.015518284855270773
250,453005,250,0.010579306296053019,0.007126208372348783,0.0382732491140958,67,y,0.23472682843306153,0.06647926170352676,0.019444027275498914,0.01483578280175404,-88.44268012871474,-88.44267521437848,-0.007461159838489569
251,453005,251,0.011556990651740066,0.007438726319924393,0.04339762831184757,40,x,0.23472682720953666,0.06647926179027075,0.01944402660177268,0.009185286074453977,-88.60951686638175,-88.60950867676934,-0.010736435995445012
252,453005,252,0.012530798240980343,0.008478119849019899,0.05939021670786637,3,y,0.31532875904323154,0.08553236109495957,0.017438819582910787,0.01627307694532455,-89.91537860370458,-89.91539355189374,0.012401365581477345
253,453005,253,0.010714069734166899,0.007176304735961756,0.053284879845683086,4,y,0.31532875972281704,0.08553236108255492,0.017438818687351202,0.013256192378258015,-89.72525409164423,-89.72524339627151,-0.013242196302248507
254,453005,254,0.010778538182668424,0.007267209308124037,0.04204169171659333,24,x,0.3494453875701733,0.07019603067309334,0.045085921956476586,0.010828418698321582,-89.96955300622037,-89.96956215684787,0.006603803925836853
255,453005,255,0.01091974713137687,0.007265782513309926,0.036849349222101146,3,y,0.34944538766992905,0.07019603067877447,0.04508592193408414,0.0029612576752464904,-90.16944934151667,-90.16942570487812,-0.026183462124767708
256,453005,256,0.012123024797270787,0.007763871884162998,0.054960847240215216,53,x,0.3866281215551047,0.10836344339509739,0.025902774143076568,0.013768350562309907,-89.24220616741144,-89.24221198787752,0.003273642506324374
257,453005,257,0.010621842247309991,0.007106417917445261,0.045204104311080684,46,x,0.3866281214101404,0.10836344339564331,0.025902773390408636,0.00667535920814864,-89.29680831318989,-89.29682646002308,0.015600009619115932
258,453005,258,0.01115515088002123,0.007606428163726271,0.04404981406835873,68,y,0.5950589502276314,0.13235974788814764,0.03491684026499274,0.016532737918342102,-89.18667688596437,-89.18667188309271,-0.007549695239722117
259,453005,259,0.012513143073111316,0.008109041834511525,0.052891869830595795,4,y,0.5950589502251232,0.13235974798925415,0.034916838094631614,0.018172484316842076,-88.97524228294462,-88.97526552068256,0.020690914355109648
260,453005,260,0.012394969734485036,0.007913713219649935,0.05303254648092448,35,y,0.36546670898886163,0.06866942591163386,0.03197966757024269,0.01612311298621893,-88.95190227831978,-88.95191518145,0.010356306646836325
261,453005,261,0.0115849142662001,0.007467943746336383,0.051125379347816136,40,x,0.3654667086666798,0.06866942592709492,0.03197966579987828,0.014691747904002631,-89.07701815098682,-89.0770261171227,0.005419312302829364
262,453005,262,0.011218179721217875,0.007338713215987779,0.054138543417625584,18,x,0.40025872487860864,0.10698422122757496,0.00879746322624033,0.006454827901796537,-90.2082164956828,-90.20822714279853,0.00810029214984335
