t_GK,old_band1_rel_eV,old_band2_rel_eV,matched_band1_rel_eV,matched_band2_rel_eV
0.0,-7.668256971775288,3.54308943587691,-0.5647833236169006,3.640329191946152
0.002,-7.666899064334063,3.5417614555706334,-0.5632903885394978,3.6374634048012755
0.004,-7.665570584252053,3.540523739509201,-0.5617127631633618,3.6344124908875557
0.006,-7.664273316263594,3.5393786570178776,-0.5600562999507801,3.6311821646906495
0.008,-7.663008752041645,3.538328671865401,-0.5583269700562816,3.6277782504259903
0.01,-7.661778089502495,3.5373763383809,-0.556530849309631,3.6242066683569893
0.012,-7.660582233272415,3.5365242974707,-0.5546741038275069,3.6204734208065146
0.014,-7.659421796290943,3.535775272522656,-0.5527629752870258,3.616584577893547
0.016,-7.658297102518596,3.535132065182566,-0.5508037658946794,3.6125462630277205
0.018000000000000002,-7.6572081907106275,3.534597550984335,-0.5488028230853992,3.6083646381949634
0.02,-7.656154819212044,3.534174674813001,-0.546766523986987,3.604045889067903
0.022,-7.655136471723599,3.533866446177554,-0.544701259685608,3.5995962099753616
0.024,-7.654152363982992,3.5336759342685697,-0.5426134193289212,3.5950217887651803
0.026000000000000002,-7.65320145130108,3.533606262774298,-0.5405093741032498,3.590328791595309
0.028,-7.652282436888405,3.5336606044277383,-0.5383954611221604,3.585523347687819
0.03,-7.651393780903484,3.5338421752568063,-0.5362779672634215,3.5806115340808677
0.032,-7.65053371015166,3.5341542285094034,-0.5341631129919193,3.5755993604134764
0.034,-7.649700228360328,3.5346000482257516,-0.532057036205865,3.570492753777862
0.036000000000000004,-7.648891126954699,3.535182942431103,-0.5299657761436816,3.5652975436740757
0.038,-7.648103996256757,3.535906235923364,-0.527895257388904,3.560019447101171
0.04,-7.64733623702971,3.5367732626319244,-0.5258512740101633,3.5546640538190113
0.042,-7.6465850722898425,3.53778735752641,-0.5238394738730126,3.5492368118145334
0.044,-7.645847559308524,3.5389518480567723,-0.521865343160286,3.5437430130054928
0.046,-7.645120601728171,3.540270045109446,-0.5199341911368727,3.5381877792146668
0.048,-7.6444009617179765,3.541745233467905,-0.5180511351947779,3.5325760484466873
0.05,-7.643685272097184,3.5433806617700974,-0.5162210862136138,3.526912561499083
0.052000000000000005,-7.642970048357104,3.5451795319596133,-0.5144487342710846,3.5212018489387296
0.054,-7.642251700516092,3.5471449882322976,-0.5127385347377125,3.515448218473985
0.056,-7.641526544745919,3.549280105485049,-0.5110946947889534,3.5096557427523765
0.058,-7.640790814712063,3.5515878772789273,-0.5095211603678766,3.5038282476126517
0.06,-7.640040672575599,3.554071203334206,-0.5080216036301941,3.4979693008196993
0.062,-7.639272219608956,3.5567328765808046,-0.5065994109030871,3.492082201309861
0.064,-7.638481506383941,3.5595755697932683,-0.5052576711886339,3.486169968973204
0.066,-7.637664542495377,3.562601821845413,-0.5039991652414493,3.480235334999125
0.068,-7.636817305790189,3.565814023625681,-0.5028263552497911,3.4742807328102208
0.07,-7.635935751077576,3.5692144036600366,-0.5017413751482795,3.4683082896089763
0.07200000000000001,-7.635015818301993,3.572805013495032,-0.5007460215897073,3.462319818560794
0.074,-7.634053440166931,3.5765877128992423,-0.4998417456023514,3.456316811636187
0.076,-7.633044549203864,3.5805641549466345,-0.49902964495850277,3.450300433133947
0.078,-7.6319850842862005,3.5847357710505765,-0.4983104572789063,3.444271513906342
