direction,distance,signed_distance,q1,q2,short_range_MLIP_cm-1,full_EPC_response_Ry2,long_range_correction_cm-2,MLIP_plus_full_EPC_cm-1
KG,0.041,-0.041,0.31966666666666665,0.31966666666666665,1380.1176904202302,-3.078334881111695e-06,-207097.94012417248,1302.9301206460375
KG,0.042,-0.042,0.3193333333333333,0.3193333333333333,1380.1204452226752,-3.002002576234054e-06,-206178.72525387688,1303.285739225193
KG,0.043000000000000003,-0.043000000000000003,0.319,0.319,1380.123301888608,-2.924144660231148e-06,-205241.13854959985,1303.648414974802
KG,0.044,-0.044,0.31866666666666665,0.31866666666666665,1380.1262625049017,-2.8503562934195384e-06,-204352.55848986265,1303.9923090133186
KG,0.045,-0.045,0.3183333333333333,0.3183333333333333,1380.1293291850895,-2.7750154717775106e-06,-203445.28333677177,1304.343391112982
KG,0.046,-0.046,0.318,0.318,1380.132504069131,-2.7036891064726915e-06,-202586.351384731,1304.6759664389465
KG,0.047,-0.047,0.31766666666666665,0.31766666666666665,1380.1357893231793,-2.63079001714712e-06,-201708.4802521026,1305.0158300643761
KG,0.048,-0.048,0.3173333333333333,0.3173333333333333,1380.1391871393398,-2.5618689342866327e-06,-200878.51338101458,1305.3373749711693
KG,0.049,-0.049,0.317,0.317,1380.142699735425,-2.4913502179129195e-06,-200029.3073622944,1305.6663296074894
KG,0.05,-0.05,0.31666666666666665,0.31666666666666665,1380.146329354708,-2.424771350861123e-06,-199227.54610617168,1305.9771607210835
KG,0.051000000000000004,-0.051000000000000004,0.3163333333333333,0.3163333333333333,1380.150078265671,-2.3565788731735095e-06,-198406.35330145765,1306.2954815949108
KG,0.052000000000000005,-0.052000000000000005,0.316,0.316,1380.153948761744,-2.2922878436941063e-06,-197632.14282243687,1306.59587457645
KG,0.053,-0.053,0.31566666666666665,0.31566666666666665,1380.1579431610503,-2.226361272169375e-06,-196838.2366906847,1306.9038646280974
KG,0.054,-0.054,0.3153333333333333,0.3153333333333333,1380.1620638061374,-2.164302221536095e-06,-196090.90432243008,1307.19410113693
KG,0.055,-0.055,0.315,0.315,1380.1663130637128,-2.100587918670338e-06,-195323.6389458821,1307.4920316277266
KG,0.056,-0.056,0.31466666666666665,0.31466666666666665,1380.170693324366,-2.040704209594325e-06,-194602.50264639052,1307.7723961244444
KG,0.057,-0.057,0.3143333333333333,0.3143333333333333,1380.1752070023006,-1.9791451413791167e-06,-193861.19120563596,1308.0605531924764
KG,0.058,-0.058,0.314,0.314,1380.1798565350475,-1.921379868598539e-06,-193165.56570589897,1308.3313306189702
KG,0.059000000000000004,-0.059000000000000004,0.31366666666666665,0.31366666666666665,1380.184644383184,-1.8619177548637243e-06,-192449.50637490058,1308.610005393599
KG,0.06,-0.06,0.3133333333333333,0.3133333333333333,1380.1895730300491,-1.8062126145122533e-06,-191778.6895635249,1308.8714864100846
KG,0.061,-0.061,0.313,0.313,1380.194644981451,-1.748789393664049e-06,-191087.1831484029,1309.1409683021423
KG,0.062,-0.062,0.31266666666666665,0.31266666666666665,1380.1998627653716,-1.695097161668162e-06,-190440.60633994552,1309.393391932923
KG,0.063,-0.063,0.31233333333333335,0.31233333333333335,1380.2052289316744,-1.6395708618719993e-06,-189771.9431763356,1309.654355467121
KG,0.064,-0.064,0.312,0.312,1380.2107460517989,-1.5878073312155935e-06,-189148.59232646093,1309.898130081268
KG,0.065,-0.065,0.3116666666666667,0.3116666666666667,1380.216416718459,-1.5342898410944547e-06,-188504.11980831664,1310.1500819260464
KG,0.066,-0.066,0.3113333333333333,0.3113333333333333,1380.2222435453364,-1.4844263341503197e-06,-187903.64957305248,1310.3853601152102
KG,0.067,-0.067,0.311,0.311,1380.2282291667698,-1.4327790977819583e-06,-187281.69917137694,1310.6289579501363
KG,0.068,-0.068,0.31066666666666665,0.31066666666666665,1380.2343762374414,-1.3847520993733502e-06,-186703.34468327888,1310.8560518471431
KG,0.069,-0.069,0.31033333333333335,0.31033333333333335,1380.2406874320623,-1.3349169601120832e-06,-186103.21605955082,1311.0915830648066
KG,0.07,-0.07,0.31,0.31,1380.2471654450524,-1.288667594324029e-06,-185546.2683184566,1311.310782919383
KG,0.07100000000000001,-0.07100000000000001,0.3096666666666667,0.3096666666666667,1380.2538129902184,-1.2405924511648164e-06,-184967.33405786566,1311.5385065701164
KG,0.07200000000000001,-0.07200000000000001,0.3093333333333333,0.3093333333333333,1380.2606328004308,-1.1960672707174982e-06,-184431.1494367491,1311.750077195308
KG,0.073,-0.073,0.309,0.309,1380.267627627295,-1.1496975926065954e-06,-183872.75286116183,1311.970263007024
KG,0.074,-0.074,0.3086666666666667,0.3086666666666667,1380.2748002408223,-1.1068484478680068e-06,-183356.75152874697,1312.1744444436856
KG,0.075,-0.075,0.30833333333333335,0.30833333333333335,1380.2821534290986,-1.0621384646762185e-06,-182818.34146152268,1312.3873214921528
KG,0.076,-0.076,0.308,0.308,1380.289689997948,-1.0209182660449434e-06,-182321.95635171706,1312.5843485136163
KG,0.077,-0.077,0.3076666666666667,0.3076666666666667,1380.297412770596,-9.778155949669663e-07,-181802.90198452811,1312.7901758151122
KG,0.078,-0.078,0.30733333333333335,0.30733333333333335,1380.3053245873323,-9.381729315385939e-07,-181325.5139929052,1312.9803026288077
KG,0.079,-0.079,0.307,0.307,1380.313428305167,-8.9662978456806e-07,-180825.2398492723,1313.1793177286531
KG,0.08,-0.08,0.3066666666666667,0.3066666666666667,1380.321726797487,-8.58511474766198e-07,-180366.2085484807,1313.3628062803955
KG,0.081,-0.081,0.30633333333333335,0.30633333333333335,1380.3302229537114,-8.184751261004466e-07,-179884.07968960644,1313.555268997021
KG,0.082,-0.082,0.306,0.306,1380.338919678945,-7.818300938510654e-07,-179442.79000734037,1313.7323712130628
KG,0.083,-0.083,0.3056666666666667,0.3056666666666667,1380.3478198936255,-7.432732281456311e-07,-178978.47749424074,1313.9184245571885
KG,0.084,-0.084,0.30533333333333335,0.30533333333333335,1380.3569265331753,-7.078820612025415e-07,-178552.28720713558,1314.0901633529484
KG,0.085,-0.085,0.305,0.305,1380.3662425476473,-6.706944810090204e-07,-178104.46401145204,1314.2703297090968
KG,0.08600000000000001,-0.08600000000000001,0.3046666666666667,0.3046666666666667,1380.37577090137,-6.368366976854333e-07,-177696.7391568682,1314.4354414480324
KG,0.08700000000000001,-0.08700000000000001,0.30433333333333334,0.30433333333333334,1380.3855145725936,-6.01007449651123e-07,-177265.27337527752,1314.609788289501
KG,0.088,-0.088,0.304,0.304,1380.3954765531284,-5.684722886887166e-07,-176873.4759074552,1314.7692557178555
KG,0.089,-0.089,0.3036666666666667,0.3036666666666667,1380.40565984799,-5.339530843882057e-07,-176457.78603729256,1314.938021240192
KG,0.09,-0.09,0.30333333333333334,0.30333333333333334,1380.416067475038,-5.026996954921962e-07,-176081.424025607,1315.0920482299487
KG,0.091,-0.091,0.303,0.303,1380.4267024646117,-4.6945170503238514e-07,-175681.0424664874,1315.2554270600194
KG,0.092,-0.092,0.3026666666666667,0.3026666666666667,1380.4375678591737,-4.39441661943692e-07,-175319.6531712269,1315.4042061608757
KG,0.093,-0.093,0.30233333333333334,0.30233333333333334,1380.4486667129397,-4.074254651728301e-07,-174934.10521470627,1315.562395409213
KG,0.094,-0.094,0.302,0.302,1380.4600020915184,-3.7861464959675504e-07,-174587.15735108126,1315.7061450124163
KG,0.095,-0.095,0.3016666666666667,0.3016666666666667,1380.4715770715454,-3.477784773450311e-07,-174215.81957840145,1315.8593980832443
KG,0.096,-0.096,0.30133333333333334,0.30133333333333334,1380.4833947403167,-3.2010304824968266e-07,-173882.54435492906,1315.9984265943558
KG,0.097,-0.097,0.301,0.301,1380.4954581954232,-2.903707347140574e-07,-173524.4995562813,1316.1471082450892
KG,0.098,-0.098,0.3006666666666667,0.3006666666666667,1380.5077705443803,-2.637428019797619e-07,-173203.83857566724,1316.2818337870306
KG,0.099,-0.099,0.30033333333333334,0.30033333333333334,1380.5203349042642,-2.350272169296136e-07,-172858.03750455263,1316.4263585858607
KG,0.1,-0.1,0.3,0.3,1380.533154401342,-2.093800128249405e-07,-172549.18673118332,1316.5571023203424
KG,0.101,-0.101,0.2996666666666667,0.2996666666666667,1380.5462321707025,-1.8165329564852895e-07,-172215.29388235748,1316.6976134551037
KG,0.10200000000000001,-0.10200000000000001,0.29933333333333334,0.29933333333333334,1380.559571355888,-1.5701244876545583e-07,-171918.56194287387,1316.8242738192062
KG,0.10300000000000001,-0.10300000000000001,0.299,0.299,1380.5731751085257,-1.303655865153006e-07,-171597.67300775886,1316.9603710140548
KG,0.10400000000000001,-0.10400000000000001,0.2986666666666667,0.2986666666666667,1380.5870465879595,-1.0700694659541047e-07,-171316.38176156027,1317.081702646007
KG,0.105,-0.105,0.29833333333333334,0.29833333333333334,1380.6011889608792,-8.125965530295641e-08,-171006.32571040618,1317.214226027713
KG,0.106,-0.106,0.298,0.298,1380.6156054009534,-5.904980849473366e-08,-170738.86855074315,1317.3308549206224
KG,0.107,-0.107,0.2976666666666667,0.2976666666666667,1380.6302990884606,-3.492388066338783e-08,-170448.33740986115,1317.456521237506
KG,0.108,-0.108,0.29733333333333334,0.29733333333333334,1380.6452732099187,-1.3852997827658075e-08,-170194.59597150283,1317.5685084523645
KG,0.109,-0.109,0.297,0.297,1380.660530957721,9.395675962757394e-09,-169914.62896805577,1317.690734875373
KG,0.11,-0.11,0.2966666666666667,0.2966666666666667,1380.6760755297669,3.0027240168467076e-08,-169666.17792696977,1317.8012929168451
KG,0.111,-0.111,0.29633333333333334,0.29633333333333334,1380.691910129092,5.336536864687656e-08,-169385.13368526095,1317.9245111199123
KG,0.112,-0.112,0.296,0.296,1380.7080379635065,7.464473823582527e-08,-169128.8815913666,1318.0386202633324
KG,0.113,-0.113,0.2956666666666667,0.2956666666666667,1380.7244622452274,9.892832803793529e-08,-168836.4518411312,1318.1667530328782
KG,0.114,-0.114,0.29533333333333334,0.29533333333333334,1380.7411861905125,1.2093923573202938e-07,-168571.39036167576,1318.2848071949809
KG,0.115,-0.115,0.295,0.295,1380.7582130192989,1.4496863411648633e-07,-168282.0216552721,1318.412386609355
KG,0.116,-0.116,0.2946666666666667,0.2946666666666667,1380.7755459548378,1.651862430890395e-07,-168038.5555783708,1318.522867730594
