direction,distance,signed_distance,q1,q2,short_range_MLIP_cm-1,full_EPC_response_Ry2,long_range_correction_cm-2,MLIP_plus_full_EPC_cm-1
KM,0.05,0.05,0.35000000000000003,0.3,1380.1128567186531,-2.1770666154759745e-06,-196244.61670853785,1307.0833487469663
KM,0.051000000000000004,0.051000000000000004,0.35033333333333333,0.29933333333333334,1380.1145602279282,-2.1034849710806706e-06,-195358.52605770022,1307.424060240375
KM,0.052000000000000005,0.052000000000000005,0.3506666666666667,0.2986666666666667,1380.1163038672044,-2.0306402934792386e-06,-194481.31016620505,1307.7613322138977
KM,0.053,0.053,0.351,0.298,1380.118088386219,-1.9592561923248134e-06,-193621.6829429866,1308.091837352349
KM,0.054,0.054,0.35133333333333333,0.29733333333333334,1380.1199145609216,-1.8886387249657102e-06,-192771.2877374029,1308.4187750220656
KM,0.055,0.055,0.3516666666666666,0.2966666666666667,1380.1217831932518,-1.8193654339889158e-06,-191937.07947810483,1308.7394916355263
KM,0.056,0.056,0.35200000000000004,0.296,1380.1236951109076,-1.7508472438563084e-06,-191111.96435343265,1309.0567021535594
KM,0.057,0.057,0.35233333333333333,0.29533333333333334,1380.1256511671156,-1.6839845989399452e-06,-190306.78576524596,1309.36626932429
KM,0.058,0.058,0.3526666666666667,0.2946666666666667,1380.1276522403941,-1.6181669573102753e-06,-189514.19139762194,1309.6710064290803
KM,0.059000000000000004,0.059000000000000004,0.353,0.294,1380.1296992343161,-1.554469505982364e-06,-188747.12895198504,1309.9659758011346
KM,0.06,0.06,0.35333333333333333,0.29333333333333333,1380.1317930772655,-1.4929816368934428e-06,-188006.67491093482,1310.2507742229093
KM,0.061,0.061,0.35366666666666663,0.2926666666666667,1380.1339347221929,-1.4354260048444598e-06,-187313.57396326278,1310.5174946594568
KM,0.062,0.062,0.35400000000000004,0.292,1380.1361251463657,-1.3804091213935206e-06,-186651.04533313052,1310.7725502927249
KM,0.063,0.063,0.35433333333333333,0.29133333333333333,1380.138365351118,-1.2165187168096585e-06,-184677.4314453574,1311.5275353833401
KM,0.064,0.064,0.3546666666666667,0.2906666666666667,1380.1406563615933,-1.1627291356278996e-06,-184029.68233089655,1311.7768670819412
KM,0.065,0.065,0.355,0.29,1380.1429992264907,-1.1107868248685832e-06,-183404.17856124078,1312.0177284444949
KM,0.066,0.066,0.35533333333333333,0.28933333333333333,1380.1453950177963,-1.0596331766974267e-06,-182788.1720860771,1312.2549825787487
KM,0.067,0.067,0.35566666666666663,0.2886666666666667,1380.1478448305281,-1.0096641772533446e-06,-182186.43148075388,1312.486815975535
KM,0.068,0.068,0.35600000000000004,0.288,1380.1503497824622,-9.594655337268168e-07,-181581.9254374447,1312.7197197296946
KM,0.069,0.069,0.35633333333333334,0.28733333333333333,1380.1529110138654,-9.096871893721062e-07,-180982.48075379612,1312.9507138602921
KM,0.07,0.07,0.3566666666666667,0.2866666666666667,1380.1555296872218,-8.591682528680119e-07,-180374.11765326455,1313.1851234585897
KM,0.07100000000000001,0.07100000000000001,0.357,0.286,1380.1582069869587,-8.081370852817642e-07,-179759.58612340945,1313.4219010622776
KM,0.07200000000000001,0.07200000000000001,0.35733333333333334,0.2853333333333333,1380.1609441191667,-7.561278575574836e-07,-179133.27652102837,1313.6631817748723
KM,0.073,0.073,0.35766666666666663,0.2846666666666667,1380.163742311318,-7.042758426241709e-07,-178508.86011885246,1313.9037618760094
KM,0.074,0.074,0.35800000000000004,0.284,1380.166602811984,-6.529798093653034e-07,-177891.139002815,1314.1418159828709
KM,0.075,0.075,0.35833333333333334,0.2833333333333333,1380.1695268905494,-6.037218109397476e-07,-177297.96046973718,1314.3705575246067
KM,0.076,0.076,0.3586666666666667,0.2826666666666667,1380.1725158369209,-5.569810308732994e-07,-176735.09498106677,1314.5877979391673
KM,0.077,0.077,0.359,0.282,1380.1755709612394,-5.133915574202842e-07,-176210.17840412603,1314.7906404724888
KM,0.078,0.078,0.35933333333333334,0.2813333333333333,1380.1786935935822,-4.7227365913619487e-07,-175715.02522358706,1314.9822055929503
KM,0.079,0.079,0.35966666666666663,0.2806666666666667,1380.1818850836696,-4.337918559936469e-07,-175251.6166347711,1315.1617464321037
KM,0.08,0.08,0.36000000000000004,0.27999999999999997,1380.1851468005646,-3.969617049807693e-07,-174808.09770080808,1315.3337757953636
KM,0.081,0.081,0.36033333333333334,0.2793333333333333,1380.1884801323736,-3.6209458743405663e-07,-174388.21816245723,1315.4968728688236
KM,0.082,0.082,0.3606666666666667,0.2786666666666667,1380.1918864859401,-3.2824929268969194e-07,-173980.64369882183,1315.65534993888
KM,0.083,0.083,0.361,0.27799999999999997,1380.1953672865416,-2.9617559082612964e-07,-173594.40324996243,1315.8057792201967
KM,0.084,0.084,0.36133333333333334,0.2773333333333333,1380.1989239775844,-1.8255751792618024e-07,-172226.1827788084,1316.3293231445061
KM,0.085,0.085,0.36166666666666664,0.27666666666666667,1380.202558020286,-1.5110039090075486e-07,-171847.3672958369,1316.4770160811408
KM,0.08600000000000001,0.08600000000000001,0.36200000000000004,0.27599999999999997,1380.206270893372,-1.2015074502538333e-07,-171474.66304218408,1316.6224543016133
KM,0.08700000000000001,0.08700000000000001,0.36233333333333334,0.2753333333333333,1380.210064092757,-9.001389914785273e-08,-171111.74675243185,1316.7642439975732
KM,0.088,0.088,0.3626666666666667,0.27466666666666667,1380.213939131228,-6.019011802322407e-08,-170752.60047560785,1316.9046728205246
KM,0.089,0.089,0.363,0.274,1380.2178975381312,-3.049061317775463e-08,-170394.95076834253,1317.0446058946663
KM,0.09,0.09,0.36333333333333334,0.2733333333333334,1380.2219408590477,-4.5834151437045446e-10,-170033.29379039607,1317.1861342415962
KM,0.091,0.091,0.36366666666666664,0.27266666666666667,1380.2260706554746,2.9785633949142602e-08,-169669.08741633885,1317.3287056390718
KM,0.092,0.092,0.36400000000000005,0.272,1380.230288504499,6.10546131898431e-08,-169292.53766138136,1317.4760383566113
KM,0.093,0.093,0.36433333333333334,0.27133333333333337,1380.2345959984746,9.264172946452545e-08,-168912.15681167442,1317.6249023069495
KM,0.094,0.094,0.3646666666666667,0.27066666666666667,1380.238994744696,1.2448410874809027e-07,-168528.70201373583,1317.7750113733805
KM,0.095,0.095,0.365,0.27,1380.243486365065,1.5533421499884104e-07,-168157.19644395978,1317.9206672668995
KM,0.096,0.096,0.36533333333333334,0.26933333333333337,1380.248072495768,1.8475804486768924e-07,-167802.8664915255,1318.059890572791
KM,0.097,0.097,0.36566666666666664,0.26866666666666666,1380.2527547869347,2.1209910560600494e-07,-167473.6178249144,1318.1896863774984
KM,0.098,0.098,0.36600000000000005,0.268,1380.2575349023134,2.3739996854622077e-07,-167168.93778828724,1318.3102536452957
KM,0.099,0.099,0.36633333333333334,0.26733333333333337,1380.2624145189297,2.605186714728476e-07,-166890.53593017266,1318.420948333063
KM,0.1,0.1,0.3666666666666667,0.26666666666666666,1380.2673953267538,2.8216514949321185e-07,-166629.8630143248,1318.5250166711955
KM,0.101,0.101,0.367,0.266,1380.2724790283619,3.022093523620266e-07,-166388.48514201015,1318.6218681718765
KM,0.10200000000000001,0.10200000000000001,0.36733333333333335,0.26533333333333337,1380.2776673385933,3.213276183317e-07,-166158.2576596649,1318.7145943281298
KM,0.10300000000000001,0.10300000000000001,0.36766666666666664,0.26466666666666666,1380.282961984215,3.3930511637813123e-07,-165941.7676223016,1318.8022169838873
KM,0.10400000000000001,0.10400000000000001,0.36800000000000005,0.264,1380.2883647035771,3.5571319170771946e-07,-165744.17701030493,1318.882782026428
KM,0.105,0.105,0.36833333333333335,0.26333333333333336,1380.2938772462678,4.37439239001781e-07,-164760.0091919271,1319.2616034629402
KM,0.106,0.106,0.3686666666666667,0.26266666666666666,1380.2995013727716,4.5421592358804466e-07,-164557.9796846212,1319.3440543714519
KM,0.107,0.107,0.369,0.262,1380.305238854123,4.702839827640857e-07,-164364.4836418241,1319.4233849550772
KM,0.108,0.108,0.36933333333333335,0.26133333333333336,1380.3110914715583,4.861467390230473e-07,-164173.45991392166,1319.5018944001113
KM,0.109,0.109,0.36966666666666664,0.26066666666666666,1380.3170610161685,5.016963473784053e-07,-163986.20720027137,1319.5790926397863
KM,0.11,0.11,0.37000000000000005,0.26,1380.3231492885498,5.173910853230235e-07,-163797.20679569547,1319.657072752677
KM,0.111,0.111,0.37033333333333335,0.25933333333333336,1380.3293580984523,5.332294660865917e-07,-163606.476604296,1319.7358297114577
KM,0.112,0.112,0.3706666666666667,0.25866666666666666,1380.335689264431,5.498322493539458e-07,-163406.54126509576,1319.8181972499153
KM,0.113,0.113,0.371,0.258,1380.3421446134912,5.670011595739218e-07,-163199.78846749233,1319.9032721107558
KM,0.114,0.114,0.37133333333333335,0.25733333333333336,1380.3487259807362,5.847034190569667e-07,-162986.6129295503,1319.9909061759067
KM,0.115,0.115,0.37166666666666665,0.25666666666666665,1380.3554352090123,6.023426644269093e-07,-162774.19622510474,1320.078380735764
KM,0.116,0.116,0.37200000000000005,0.256,1380.3622741485556,6.193958757797106e-07,-162568.8367054765,1320.163312316736
KM,0.117,0.117,0.37233333333333335,0.25533333333333336,1380.3692446566326,6.351162231905629e-07,-162379.52790457715,1320.2422973414182
KM,0.11800000000000001,0.11800000000000001,0.3726666666666667,0.25466666666666665,1380.3763485971872,6.492586053919359e-07,-162209.22140011954,1320.3142210725384
KM,0.11900000000000001,0.11900000000000001,0.373,0.254,1380.3835878404786,6.616985306562453e-07,-162059.41635615227,1320.3785189191772
KM,0.12,0.12,0.37333333333333335,0.25333333333333335,1380.3909642627264,6.728215098549527e-07,-161925.47034341452,1320.436951874176
KM,0.121,0.121,0.37366666666666665,0.25266666666666665,1380.3984797457497,6.827065083890489e-07,-161806.43243855948,1320.4898827502684
KM,0.122,0.122,0.37399999999999994,0.252,1380.406136176608,6.915759429438838e-07,-161699.62423792953,1320.5383283176989
KM,0.123,0.123,0.37433333333333335,0.25133333333333335,1380.4139354472381,6.996531492181519e-07,-161602.3562708525,1320.5833093395051
KM,0.124,0.124,0.3746666666666667,0.25066666666666665,1380.4218794540952,7.070671799563091e-07,-161513.07444824453,1320.6254165460136
KM,0.125,0.125,0.375,0.25,1380.4299700977895,6.984953663520079e-07,-161616.2986145147,1320.5947916486984
KM,0.126,0.126,0.3753333333333333,0.24933333333333332,1380.4382092827234,7.731061197722769e-07,-160717.81514624,1320.9435394828395
KM,0.127,0.127,0.37566666666666665,0.24866666666666667,1380.4465989167293,7.796197169703383e-07,-160639.37659505027,1320.9819967984859
KM,0.128,0.128,0.37600000000000006,0.248,1380.4551409107037,7.858566131299588e-07,-160564.27015481365,1321.0193510740019
KM,0.129,0.129,0.37633333333333335,0.24733333333333332,1380.4638371782446,7.920277648220441e-07,-160489.9554277619,1321.0565659081828
KM,0.13,0.13,0.37666666666666665,0.24666666666666667,1380.4726896352838,7.98131226563933e-07,-160416.45584193885,1321.0936344509937
KM,0.131,0.131,0.377,0.246,1380.4817001997244,8.043996720033261e-07,-160340.96947649028,1321.1316191469462
KM,0.132,0.132,0.37733333333333335,0.24533333333333332,1380.4908707910718,8.11063346384363e-07,-160260.72365407372,1321.1715712515986
KM,0.133,0.133,0.37766666666666665,0.24466666666666667,1380.5002033300698,8.182926312079804e-07,-160173.6665932117,1321.2142690726407
KM,0.134,0.134,0.37799999999999995,0.244,1380.5096997383298,8.261763182079187e-07,-160078.72903912218,1321.26011898963
KM,0.135,0.135,0.37833333333333335,0.24333333333333332,1380.5193619379675,8.345103316720801e-07,-159978.36852835573,1321.3081927231274
KM,0.136,0.136,0.3786666666666667,0.24266666666666667,1380.5291918512316,8.428133429995155e-07,-159878.3813539524,1321.356298732277
KM,0.137,0.137,0.379,0.242,1380.5391914001364,8.506488363142116e-07,-159784.0241616402,1321.4024499864158
KM,0.138,0.138,0.3793333333333333,0.24133333333333332,1380.5493625060933,8.574125536573076e-07,-159702.5735940173,1321.4438954121222
KM,0.139,0.139,0.37966666666666665,0.24066666666666667,1380.5597070895399,8.629132588930006e-07,-159636.33256988123,1321.4797661217804
KM,0.14,0.14,0.38000000000000006,0.24,1380.5702270695742,8.671682641474959e-07,-159585.0926117876,1321.5101434567757
KM,0.14100000000000001,0.14100000000000001,0.38033333333333336,0.23933333333333331,1380.5809243635797,8.703118205375144e-07,-159547.2370304063,1321.5356414740354
KM,0.14200000000000002,0.14200000000000002,0.38066666666666665,0.23866666666666667,1380.5918008868584,8.726053877320455e-07,-159519.61725559912,1321.557453696365
KM,0.14300000000000002,0.14300000000000002,0.381,0.238,1380.6028585522586,8.741706406134384e-07,-159500.768044552,1321.576136663384
KM,0.14400000000000002,0.14400000000000002,0.38133333333333336,0.2373333333333333,1380.6140992698042,8.752368332376371e-07,-159487.9286560869,1321.5927369831018
KM,0.145,0.145,0.38166666666666665,0.23666666666666666,1380.6255249463231,8.758882019695997e-07,-159480.08469244104,1321.6076405048775
KM,0.146,0.146,0.38199999999999995,0.236,1380.6371374850771,9.197501215272638e-07,-158951.88724364468,1321.819586085538
KM,0.147,0.147,0.38233333333333336,0.2353333333333333,1380.6489387853878,9.204593294856461e-07,-158943.34676392877,1321.8351430512387
KM,0.148,0.148,0.38266666666666665,0.23466666666666666,1380.6609307422652,9.206535140523222e-07,-158941.00833930558,1321.8485531023562
KM,0.149,0.149,0.383,0.23399999999999999,1380.6731152460345,9.206995281253897e-07,-158940.45422502497,1321.8614893165488
KM,0.15,0.15,0.3833333333333333,0.2333333333333333,1380.6854941819654,9.207226750425466e-07,-158940.1754834032,1321.874524439099
