candidate,worst_gate_score,passes,support_RMSE_meV_A,support_max_meV_A,Aprime_RMS_meV_A,energy_RMSE_meV_config,harmonic_RMSE_meV_A
bond_order_ridge_1e-06,4.13411739630134,False,46.20826412602886,826.823479260268,35.52591208465172,16.915951219468642,12.540140555059102
bond_order_ridge_1e-04,4.168688715995473,False,46.36859790387645,833.7377431990946,35.7436464522432,16.957189202286806,12.552187399101255
bond_order_ridge_1e-02,4.204811895318785,False,46.542480815430295,840.9623790637569,35.72898499018054,17.067098800068347,12.57657818760993
bond_order_ridge_1e+00,4.248957409295073,False,46.84082395149331,849.7914818590147,35.950944700221214,17.404059411610355,12.403906870030042
bond_order_ridge_1e+02,4.293842490015388,False,47.360927708570024,858.7684980030775,36.30847058183799,18.010709051287584,12.108534537739562
depth3_no_bond_order,4.29715265,False,47.41294262360343,859.43053,36.341697024057765,18.062872174286575,12.089381247837771
