stage,lane,kgrid,qe_tag,integration,label,direction,delta_equal_distance,role,q_reduced_h,q_reduced_k,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
diagnostic,B,240,qe75_npk120k,tetrahedra_opt_no_degauss,KM_d003,KM,0.003,kgrid_diagnostic_after_blind,0.3343333333333333,0.3313333333333333,0.3343333333333333,0.5756182183820568,542.785027,545.499464,1005.005132,1226.540013,1229.089803,1287.190314
