asr_residual_pred,cv_error_300k,error,f_error_300k,freq_mae,freq_rmse,model,mp_id,n_displacements,n_imaginary_pred,n_imaginary_ref,omega_max_error,omega_max_pred,omega_max_ref,s_error_300k,softening_pct
2.03041678738254e-07,13.8892073260254,,-17.38342741437461,1.506601110563301,1.7346393627430294,chgnet,mp-761842,36,554,334,-1.8890773669622831,21.826104619615837,23.71518198657812,37.0894979972538,-7.9656878367259765
3.516059932220871e-07,291.83363480875863,,108.7371420244462,9.910076257884766,12.593695507097403,chgnet,mp-12787,216,4355,306,-24.42650857356149,12.056135965123781,36.48264453868527,319.84855092094045,-66.95377728897981
9.180931167727532e-08,4.765085310350543,,-21.163092026698493,1.4533794751365081,1.6161750933748347,chgnet,mp-2242,48,601,3,-2.596190618957504,7.0719942475269075,9.668184866484411,63.966128231077164,-26.852926943478508
8.525507559920854e-08,4.190186994452773,,-10.50684564308615,1.9666493025366074,2.234975974722693,chgnet,mp-27418,24,426,2,-1.623542195510563,17.51753646908716,19.14107866459772,28.287103403921094,-8.48197859670979
7.591881405818297e-07,256.01393734217663,,-239.41593342090334,6.40155235289517,6.658778602908078,chgnet,mp-530033,162,329,0,-6.714385536921295,28.678499160342863,35.39288469726416,262.8791481494485,-18.971003901923574
3.5523283941292466e-07,189.67991660654178,,78.87678793639706,9.712142899167839,12.585872070465005,chgnet,mp-554573,144,4032,64,-24.6768667720576,11.580021221104092,36.25688799316169,195.29936648592852,-68.06118268261699
3.1258145880873843e-07,383.833388239092,,162.837046320768,9.393141477406466,12.122711238421502,chgnet,mp-557930,288,734,61,-25.228778235991456,12.15229993557192,37.381078171563374,377.8632561527029,-67.49077198951302
2.8058095057394988e-08,-17.902659541525054,,-184.90889595378746,0.7148742796789205,0.7623706101085908,chgnet,mp-567269,240,21250,646,-0.09228095720272389,5.550583692211398,5.642864649414122,588.01030021531,-1.6353565597626922
8.300394644915629e-08,1.676056775599136,,-11.223361294108386,0.6150736724160034,0.7030846129156568,chgnet,mp-673245,24,1,0,-0.7945827295105481,4.1070387904232035,4.901621519933752,35.68587152376267,-16.21060961722902
2.330554361981576e-07,2801.6372876645787,,445.4684475785061,12.70978300333518,17.570431884082943,chgnet,mp-768257,1296,193980,12441,-42.31441608945988,3.161846037539532,45.476262126999416,4103.846636892671,-93.04726050547076
1.9389826567784006e-07,2.999583081223392,,-2.309476685873758,2.196518501063358,2.5646743428788574,chgnet,mp-149,1,0,0,-3.5662317643856536,11.720945238509545,15.287177002895199,3.820671230057549,-23.328255855938963
4.903433006482471e-08,0.8163754119718618,,-4.066167072032483,0.947483163755758,1.049628677377027,chgnet,mp-22862,2,0,0,-1.2526535590102892,5.29081415062785,6.543467709638139,12.708357828553545,-19.14357363092363
3.1267061121906755e-07,105.19404925999959,,-22.893676892335755,10.15753420712813,16.475645191895545,chgnet,mp-27726,72,12171,600,-35.78543840171455,2.111558708668164,37.89699711038271,267.24583531078645,-94.42816352304163
8.721685782880831e-08,61.31678013881128,,-280.5402982154774,1.4675877790041212,1.6698847902919265,chgnet,mp-531064,528,116,0,-0.9888710339969329,8.938855438933912,9.927726472930845,869.2001263961224,-9.96069983085463
3.43168615402895e-07,762.5165170912965,,308.0022674873204,9.553983986972229,12.138257485602933,chgnet,mp-555165,576,12579,50,-23.855986061693606,12.15053204133388,36.00651810302749,789.8746394144225,-66.25463199033331
2.6895707185024856e-07,26.627401076283377,,-57.208988504979516,0.8111353441647133,0.9267618125174121,chgnet,mp-558025,648,69496,14920,-1.2233131779765003,36.36867980959234,37.59199298756884,45.452842655642144,-3.2541854814163043
8.227146074164246e-08,272.7211231470948,,-98.72805551578318,7.14579935842492,7.5077387065927566,chgnet,mp-568328,120,276,0,-10.661483522439802,4.92480341142977,15.586286933869573,549.3283521487101,-68.40297222600213
1.3297006048964985e-07,230.53726492426946,,-54.299518825179945,2.2353405829696826,2.8689222299591397,chgnet,mp-673798,68,6702,1554,-6.7168859870901905,3.216681641603195,9.933567628693385,432.86108458941817,-67.6180626957054
5.707197701975297e-08,-56.087382349648465,,-73.95502449118851,2.389629165255241,2.468129762952387,chgnet,mp-776016,144,65440,400,-3.447428037663446,6.54763049073313,9.995058528396576,147.5777011415904,-34.4913241665278
2.320268914735132e-07,819.6086266735,,360.33255084272866,9.907958854902347,12.868334745783116,chgnet,mp-15078,648,75405,8606,-26.22488897519471,11.765335952878816,37.99022492807352,840.2330496971812,-69.03062307434611
5.070368647711091e-07,12.072899055882175,,-22.460066930085148,2.9264070809969396,3.7215401213123216,chgnet,mp-23052,24,829,434,-6.697293088099414,15.94694843332088,22.644241521420295,58.33652445585844,-29.576142268947788
1.1151683656488555e-07,7.805370660059054,,-39.64689182557133,1.4421765028435958,1.6189211348227945,chgnet,mp-28027,96,11308,1814,-1.2867619503905452,19.010218067721937,20.29698001811248,107.6499012621075,-6.339671957317163
3.7726138724476794e-07,1314.0963853705277,,307.46914350474066,7.733382475586478,10.205466195268023,chgnet,mp-532768,864,15769,748,-22.574032233868692,9.689402765872183,32.26343499974087,1379.977575880411,-69.96785132782668
3.4015107337176775e-07,746.1713561168341,,333.64392221626156,9.617810777462516,12.558074931955286,chgnet,mp-555211,576,19913,942,-24.727014061127328,12.265387514862992,36.99240157599032,752.5791600410537,-66.8434949007913
5.324975733390112e-08,97.79811273420246,,-33.52500496112185,2.1488408028427015,2.7074160918085166,chgnet,mp-558134,48,5,197,-5.632294470377825,2.181827832897704,7.8141223032755285,214.77165205108395,-72.07840179333867
6.522891151961516e-08,181.66606855323494,,-626.6462641885602,5.162857110740895,5.531996160079605,chgnet,mp-568348,504,89091,8295,-5.915861183605138,8.245862216233999,14.161723399839136,1692.0553329550403,-41.77359645134953
