feature_family,router_fit,evaluation_set,n_configurations,n_atoms,router_threshold,activation_fraction,positive_utility_retention,target_delta_tension_squared_coverage
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",harmonic_calibration,13,1664,0.668659213989417,0.049879807692307696,0.11429673196995957,
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",harmonic_external,12,1536,0.668659213989417,0.049479166666666664,0.133142825144426,
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",fixed_smearing_external_all,20,1440,0.668659213989417,0.17569444444444443,0.26961173700442537,0.11591773369912821
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",fixed_smearing_external_T450K,20,1440,0.668659213989417,0.17569444444444443,0.26961173700442537,0.11591773369912821
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_all,318,22896,0.668659213989417,0.18273934311670162,0.346799695667347,
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T300K,99,7128,0.668659213989417,0.04938271604938271,0.12157074645364388,
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T450K,120,8640,0.668659213989417,0.18009259259259258,0.30733365806097596,
mace_invariants,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T600K,99,7128,0.668659213989417,0.31930415263748596,0.44024140469980866,
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",harmonic_calibration,13,1664,0.624959839739119,0.049879807692307696,0.17849380255719818,
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",harmonic_external,12,1536,0.624959839739119,0.041666666666666664,0.09910815496412764,
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",fixed_smearing_external_all,20,1440,0.624959839739119,0.13958333333333334,0.19010301794630716,0.11426537466513664
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",fixed_smearing_external_T450K,20,1440,0.624959839739119,0.13958333333333334,0.19010301794630716,0.11426537466513664
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_all,318,22896,0.624959839739119,0.14364954577218728,0.2659989372940186,
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T300K,99,7128,0.624959839739119,0.06271043771043772,0.14670467785534164,
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T450K,120,8640,0.624959839739119,0.14282407407407408,0.236101212618053,
geometry_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T600K,99,7128,0.624959839739119,0.2255892255892256,0.32253299487799425,
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",harmonic_calibration,13,1664,0.5694699431550078,0.049879807692307696,0.09751333902437094,
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",harmonic_external,12,1536,0.5694699431550078,0.046875,0.10757252177912173,
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",fixed_smearing_external_all,20,1440,0.5694699431550078,0.034027777777777775,0.038044786689955576,0.004979077778651377
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",fixed_smearing_external_T450K,20,1440,0.5694699431550078,0.034027777777777775,0.038044786689955576,0.004979077778651377
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_all,318,22896,0.5694699431550078,0.03677498252969951,0.0498746921786395,
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T300K,99,7128,0.5694699431550078,0.009960718294051627,0.017381203150332192,
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T450K,120,8640,0.5694699431550078,0.03888888888888889,0.04684886681038687,
bond_length_control,"utility labels from E50 fixed-smearing seeds0+1, harmonic train, and support9",legacy_mixed_smearing_T600K,99,7128,0.5694699431550078,0.06102693602693603,0.06126661332853394,
