smearing_degauss_Ry,fit_scope,signed_distance,DFPT_fit_frequency_cm-1
0.0019000869,K_to_Gamma,-0.021974999999999998,1298.0033625078888
0.0019000869,K_to_Gamma,-0.022049999999999997,1298.0468696139649
0.0019000869,K_to_Gamma,-0.022125,1298.090370919936
0.0019000869,K_to_Gamma,-0.022199999999999998,1298.1338662275784
0.0019000869,K_to_Gamma,-0.022275,1298.177355340919
0.0019000869,K_to_Gamma,-0.02235,1298.2208380662046
0.0019000869,K_to_Gamma,-0.022424999999999997,1298.264314211872
0.0019000869,K_to_Gamma,-0.0225,1298.3077835885188
0.0019000869,K_to_Gamma,-0.022574999999999998,1298.3512460088723
0.0019000869,K_to_Gamma,-0.022649999999999997,1298.3947012877634
0.0019000869,K_to_Gamma,-0.022725,1298.4381492420964
0.0019000869,K_to_Gamma,-0.022799999999999997,1298.4815896908221
0.0019000869,K_to_Gamma,-0.022875,1298.5250224549097
0.0019000869,K_to_Gamma,-0.022949999999999998,1298.56844735732
0.0019000869,K_to_Gamma,-0.023024999999999997,1298.6118642229796
0.0019000869,K_to_Gamma,-0.0231,1298.655272878753
0.0019000869,K_to_Gamma,-0.023174999999999998,1298.6986731534191
0.0019000869,K_to_Gamma,-0.023249999999999996,1298.7420648776438
0.0019000869,K_to_Gamma,-0.023325,1298.7854478839554
0.0019000869,K_to_Gamma,-0.023399999999999997,1298.828822006721
0.0019000869,K_to_Gamma,-0.023475,1298.8721870821216
0.0019000869,K_to_Gamma,-0.023549999999999998,1298.9155429481273
0.0019000869,K_to_Gamma,-0.023624999999999997,1298.958889444475
0.0019000869,K_to_Gamma,-0.0237,1299.002226412646
0.0019000869,K_to_Gamma,-0.023774999999999998,1299.0455536958402
0.0019000869,K_to_Gamma,-0.023849999999999996,1299.0888711389568
0.0019000869,K_to_Gamma,-0.023925,1299.1321785885705
0.0019000869,K_to_Gamma,-0.023999999999999997,1299.1754758929092
0.0019000869,K_to_Gamma,-0.024075,1299.218762901835
0.0019000869,K_to_Gamma,-0.024149999999999998,1299.2620394668195
0.0019000869,K_to_Gamma,-0.024224999999999997,1299.3053054409263
