key,trajectory_seed,snapshot_index,atom,axis,displacement_A,displacement_norm_A,reference_force_eV_A,short_force_eV_A,long_force_eV_A,total_force_eV_A,short_only_error_meV_A,total_error_meV_A,reference_force_norm_eV_A,long_force_norm_eV_A
seed1:snapshot105,1,105,52,x,0.054478099999997205,0.06952541908817549,-1.25520974,-1.3181233889619834,0.03457976047559879,-1.2835436284863846,-62.91364896198348,-28.33388848638463,1.5389290446612953,0.03487135655292197
seed1:snapshot105,1,105,52,y,-0.028751217722676078,0.06952541908817549,0.87545086,0.863375466381314,0.00218336194046961,0.8655588283217837,-12.075393618686036,-9.892031678216394,1.5389290446612953,0.03487135655292197
seed1:snapshot105,1,105,52,z,-0.03223798999999872,0.06952541908817549,-0.16228649,-0.18479818094812844,0.003935048148134725,-0.18086313279999372,-22.51169094812844,-18.576642799993714,1.5389290446612953,0.03487135655292197
seed1:snapshot105,1,105,53,x,0.06159747999999788,0.1222006219101694,-0.70465967,-0.7072367812138592,-0.0022157579274255795,-0.7094525391412848,-2.5771112138592844,-4.79286914128485,1.8634714636556984,0.04720333541579684
seed1:snapshot105,1,105,53,y,0.045369952277323655,0.1222006219101694,-1.67946335,-1.6931235391838801,0.04359322295491283,-1.6495303162289674,-13.660189183880123,29.933033771032626,1.8634714636556984,0.04720333541579684
seed1:snapshot105,1,105,53,z,-0.09529065999999897,0.1222006219101694,0.39418714,0.37136547612953613,0.01796875631718935,0.3893342324467255,-22.82166387046386,-4.852907553274499,1.8634714636556984,0.04720333541579684
seed1:snapshot105,1,105,54,x,0.019952799999998216,0.059606571915037335,-0.17912104,-0.2207611072661765,0.02871306258545009,-0.19204804468072642,-41.6400672661765,-12.927004680726412,0.44900085517945343,0.030940259060011965
seed1:snapshot105,1,105,54,y,0.05369814896760427,0.059606571915037335,-0.38035975,-0.39184021696234067,0.007546778380926234,-0.38429343858141446,-11.480466962340675,-3.933688581414463,0.44900085517945343,0.030940259060011965
seed1:snapshot105,1,105,54,z,-0.016472339999999086,0.059606571915037335,0.15761942,0.14840315813015767,0.008712393685656262,0.15711555181581394,-9.21626186984234,-0.5038681841860737,0.44900085517945343,0.030940259060011965
seed1:snapshot105,1,105,55,x,-0.016130450000001233,0.016493552456787203,-1.29894497,-1.2649030671632107,-0.03321019350882879,-1.2981132606720394,34.04190283678932,0.8317093279606169,1.330199320581146,0.061797809069595616
seed1:snapshot105,1,105,55,y,0.0006200389676047634,0.016493552456787203,-0.28234184,-0.3575954806798293,0.05169382792025647,-0.3059016527595729,-75.25364067982932,-23.559812759572864,1.330199320581146,0.061797809069595616
seed1:snapshot105,1,105,55,z,0.0033854700000004456,0.016493552456787203,0.04955081,0.049938011384290146,0.0066181876566966955,0.05655619904098684,0.38720138429014506,7.00538904098684,1.330199320581146,0.061797809069595616
seed1:snapshot105,1,105,56,x,-0.035259720000002215,0.04157910102721868,-0.00502805,0.006852763378946896,-0.0384573003718044,-0.03160453699285751,11.880813378946895,-26.576486992857507,0.09356571911361873,0.04026245733352092
seed1:snapshot105,1,105,56,y,-0.01860116103239573,0.04157910102721868,-0.03340531,-0.048836072334109866,0.011453448401230767,-0.0373826239328791,-15.430762334109865,-3.9773139328790967,0.09356571911361873,0.04026245733352092
seed1:snapshot105,1,105,56,z,-0.011813999999999325,0.04157910102721868,-0.0872545,-0.08927308721470541,-0.003304548133519973,-0.09257763534822538,-2.0185872147054083,-5.323135348225386,0.09356571911361873,0.04026245733352092
seed1:snapshot105,1,105,57,x,-0.03798506000000135,0.1411046042705041,-0.17383126,-0.22629186636898582,0.023304971014811382,-0.20298689535417444,-52.460606368985836,-29.155635354174454,0.625424868174527,0.024080872846433676
seed1:snapshot105,1,105,57,y,-0.006195541032395724,0.1411046042705041,0.26432277,0.2126267252772463,0.005692863632067072,0.21831958890931336,-51.69604472275368,-46.00318109068663,0.625424868174527,0.024080872846433676
seed1:snapshot105,1,105,57,z,-0.13575440999999877,0.1411046042705041,-0.53951129,-0.5145443224288412,-0.0020875983118397628,-0.516631920740681,24.966967571158794,22.87936925931899,0.625424868174527,0.024080872846433676
seed1:snapshot105,1,105,58,x,-0.00963632000000292,0.2343114081869067,1.49197697,1.4730385675576037,0.019908150282691304,1.4929467178402949,-18.938402442396416,0.969747840294799,1.8378080162735655,0.0778270771444958
seed1:snapshot105,1,105,58,y,-7.522103239576694e-05,0.2343114081869067,0.65112442,0.5790117544201494,0.06968356593272915,0.6486953203528786,-72.11266557985063,-2.4290996471214577,1.8378080162735655,0.0778270771444958
seed1:snapshot105,1,105,58,z,-0.23411315999999882,0.2343114081869067,0.85298301,0.7889010564236354,0.028371114325596525,0.8172721707492319,-64.0819535763646,-35.710839250768124,1.8378080162735655,0.0778270771444958
seed1:snapshot105,1,105,59,x,0.013903729999999117,0.06020126214507109,0.73229466,0.7037769934969732,-0.004604567383447665,0.6991724261135256,-28.517666503026785,-33.1222338864744,3.757040577033193,0.049802435510247815
seed1:snapshot105,1,105,59,y,-0.05033864103239516,0.06020126214507109,3.60784318,3.590074952842363,0.03858407147678035,3.6286590243191434,-17.76822715763693,20.815844319143295,3.757040577033193,0.049802435510247815
seed1:snapshot105,1,105,59,z,-0.029948279999999272,0.06020126214507109,-0.75004401,-0.6751038076100628,-0.031150440931684866,-0.7062542485417477,74.94020238993716,43.78976145825231,3.757040577033193,0.049802435510247815
seed1:snapshot105,1,105,60,x,0.01815924999999785,0.032880054569450146,0.48299253,0.4612505487584505,0.010718475515223078,0.4719690242736736,-21.741981241549468,-11.023505726326377,0.5876710777079799,0.02955204381763653
seed1:snapshot105,1,105,60,y,0.019410515657886762,0.032880054569450146,-0.28798824,-0.2757908679359268,0.027121931562693605,-0.24866893637323317,12.197372064073232,39.31930362676683,0.5876710777079799,0.02955204381763653
seed1:snapshot105,1,105,60,z,0.019353850000000783,0.032880054569450146,-0.1706994,-0.15535909933878814,-0.004778954356094803,-0.16013805369488293,15.340300661211865,10.56134630511707,0.5876710777079799,0.02955204381763653
seed1:snapshot105,1,105,61,x,0.06078550999999767,0.19090825136975462,-0.58206459,-0.5401007451101876,-0.04233169205167747,-0.582432437161865,41.96384488981242,-0.3678471618649981,1.4612630526305963,0.05033629968693958
seed1:snapshot105,1,105,61,y,0.018041495657886486,0.19090825136975462,1.21111146,1.2353312735295,-0.00803389545863667,1.2272973780708631,24.21981352949998,16.185918070863224,1.4612630526305963,0.05033629968693958
seed1:snapshot105,1,105,61,z,0.18007106000000128,0.19090825136975462,-0.5741947,-0.5424417392581496,-0.026023593871236102,-0.5684653331293857,31.752960741850302,5.729366870614205,1.4612630526305963,0.05033629968693958
seed1:snapshot105,1,105,62,x,0.03745235999999785,0.05547062240784848,-0.76119977,-0.72653021152575,-0.00023212442380864812,-0.7267623359495586,34.66955847425002,34.43743405044142,1.128032421464613,0.018677086967704933
seed1:snapshot105,1,105,62,y,-0.007603074342112492,0.05547062240784848,0.64493475,0.6180597669361408,0.01849477920302021,0.6365545461391611,-26.87498306385916,-8.38020386083893,1.128032421464613,0.018677086967704933
seed1:snapshot105,1,105,62,z,0.04020577000000092,0.05547062240784848,-0.52639455,-0.5044077567995772,-0.0025928436286471435,-0.5070006004282243,21.98679320042285,19.39394957177576,1.128032421464613,0.018677086967704933
seed1:snapshot105,1,105,63,x,0.018104979999996832,0.069386901374476,-2.36609111,-2.2812737129215606,-0.044863049815014024,-2.3261367627365748,84.8173970784396,39.95434726342539,2.7034503332723165,0.08399614755045906
seed1:snapshot105,1,105,63,y,0.010764075657887062,0.069386901374476,0.85718882,0.7483890141382809,0.06586880101652147,0.8142578151548023,-108.79980586171911,-42.93100484519763,2.7034503332723165,0.08399614755045906
