timestamp_iso,gpu_util_percent,memory_used_MiB,memory_total_MiB
2026-08-24T00:40:38+08:00,0, 415, 8192
2026-08-24T00:40:48+08:00,13, 614, 8192
2026-08-24T00:40:58+08:00,20, 636, 8192
2026-08-24T00:41:08+08:00,20, 636, 8192
2026-08-24T00:41:18+08:00,21, 636, 8192
2026-08-24T00:41:28+08:00,21, 636, 8192
2026-08-24T00:41:38+08:00,20, 636, 8192
2026-08-24T00:41:48+08:00,20, 636, 8192
2026-08-24T00:41:58+08:00,21, 636, 8192
2026-08-24T00:42:08+08:00,20, 636, 8192
2026-08-24T00:42:18+08:00,21, 636, 8192
2026-08-24T00:42:29+08:00,20, 636, 8192
2026-08-24T00:42:39+08:00,20, 636, 8192
2026-08-24T00:42:49+08:00,20, 636, 8192
2026-08-24T00:42:59+08:00,21, 636, 8192
2026-08-24T00:43:09+08:00,21, 636, 8192
2026-08-24T00:43:19+08:00,20, 636, 8192
2026-08-24T00:43:29+08:00,20, 636, 8192
2026-08-24T00:43:39+08:00,20, 636, 8192
2026-08-24T00:43:49+08:00,20, 636, 8192
2026-08-24T00:43:59+08:00,20, 636, 8192
2026-08-24T00:44:09+08:00,20, 636, 8192
2026-08-24T00:44:19+08:00,20, 636, 8192
2026-08-24T00:44:29+08:00,20, 636, 8192
2026-08-24T00:44:39+08:00,20, 636, 8192
2026-08-24T00:44:49+08:00,21, 636, 8192
2026-08-24T00:44:59+08:00,21, 636, 8192
2026-08-24T00:45:09+08:00,20, 636, 8192
2026-08-24T00:45:19+08:00,19, 636, 8192
2026-08-24T00:45:29+08:00,20, 636, 8192
2026-08-24T00:45:39+08:00,21, 636, 8192
2026-08-24T00:45:49+08:00,21, 636, 8192
2026-08-24T00:45:59+08:00,21, 636, 8192
2026-08-24T00:46:09+08:00,20, 636, 8192
2026-08-24T00:46:19+08:00,21, 636, 8192
2026-08-24T00:46:30+08:00,21, 636, 8192
2026-08-24T00:46:40+08:00,20, 636, 8192
2026-08-24T00:46:50+08:00,21, 636, 8192
2026-08-24T00:47:00+08:00,20, 636, 8192
2026-08-24T00:47:10+08:00,21, 636, 8192
2026-08-24T00:47:20+08:00,22, 636, 8192
2026-08-24T00:47:30+08:00,20, 636, 8192
2026-08-24T00:47:40+08:00,19, 636, 8192
2026-08-24T00:47:50+08:00,21, 636, 8192
2026-08-24T00:48:00+08:00,18, 636, 8192
2026-08-24T00:48:10+08:00,21, 636, 8192
2026-08-24T00:48:20+08:00,20, 636, 8192
2026-08-24T00:48:30+08:00,21, 636, 8192
2026-08-24T00:48:40+08:00,20, 636, 8192
2026-08-24T00:48:50+08:00,21, 636, 8192
2026-08-24T00:49:00+08:00,19, 636, 8192
2026-08-24T00:49:10+08:00,20, 636, 8192
2026-08-24T00:49:20+08:00,19, 636, 8192
2026-08-24T00:49:30+08:00,19, 636, 8192
2026-08-24T00:49:40+08:00,20, 636, 8192
2026-08-24T00:49:50+08:00,19, 636, 8192
2026-08-24T00:50:00+08:00,19, 636, 8192
2026-08-24T00:50:11+08:00,20, 636, 8192
2026-08-24T00:50:21+08:00,19, 636, 8192
2026-08-24T00:50:31+08:00,19, 636, 8192
2026-08-24T00:50:41+08:00,19, 636, 8192
2026-08-24T00:50:51+08:00,19, 636, 8192
2026-08-24T00:51:01+08:00,20, 636, 8192
2026-08-24T00:51:11+08:00,20, 636, 8192
2026-08-24T00:51:21+08:00,19, 636, 8192
2026-08-24T00:51:31+08:00,21, 636, 8192
2026-08-24T00:51:41+08:00,20, 636, 8192
2026-08-24T00:51:51+08:00,20, 636, 8192
2026-08-24T00:52:01+08:00,20, 636, 8192
2026-08-24T00:52:11+08:00,20, 636, 8192
2026-08-24T00:52:21+08:00,21, 636, 8192
