timestamp_iso,gpu_util_percent,memory_used_MiB,memory_total_MiB
2026-08-25T03:34:29+08:00,0, 5, 32768
2026-08-25T03:34:39+08:00,0, 8, 32768
2026-08-25T03:34:49+08:00,0, 450, 32768
2026-08-25T03:34:59+08:00,9, 450, 32768
2026-08-25T03:35:09+08:00,8, 450, 32768
2026-08-25T03:35:19+08:00,9, 450, 32768
2026-08-25T03:35:29+08:00,8, 452, 32768
2026-08-25T03:35:40+08:00,8, 452, 32768
2026-08-25T03:35:50+08:00,8, 452, 32768
2026-08-25T03:36:00+08:00,9, 452, 32768
2026-08-25T03:36:10+08:00,9, 452, 32768
2026-08-25T03:36:20+08:00,8, 452, 32768
2026-08-25T03:36:30+08:00,8, 452, 32768
2026-08-25T03:36:40+08:00,8, 452, 32768
2026-08-25T03:36:50+08:00,8, 452, 32768
2026-08-25T03:37:00+08:00,7, 452, 32768
2026-08-25T03:37:10+08:00,8, 452, 32768
2026-08-25T03:37:20+08:00,9, 452, 32768
2026-08-25T03:37:30+08:00,9, 452, 32768
2026-08-25T03:37:40+08:00,10, 452, 32768
2026-08-25T03:37:50+08:00,8, 452, 32768
2026-08-25T03:38:00+08:00,8, 452, 32768
2026-08-25T03:38:10+08:00,8, 452, 32768
2026-08-25T03:38:20+08:00,8, 452, 32768
2026-08-25T03:38:30+08:00,8, 452, 32768
2026-08-25T03:38:40+08:00,8, 452, 32768
2026-08-25T03:38:50+08:00,8, 452, 32768
2026-08-25T03:39:00+08:00,8, 452, 32768
2026-08-25T03:39:10+08:00,8, 452, 32768
2026-08-25T03:39:20+08:00,6, 452, 32768
2026-08-25T03:39:30+08:00,9, 452, 32768
2026-08-25T03:39:40+08:00,9, 452, 32768
2026-08-25T03:39:50+08:00,9, 452, 32768
2026-08-25T03:40:00+08:00,9, 452, 32768
2026-08-25T03:40:10+08:00,8, 452, 32768
2026-08-25T03:40:20+08:00,9, 452, 32768
2026-08-25T03:40:30+08:00,7, 452, 32768
2026-08-25T03:40:40+08:00,8, 452, 32768
2026-08-25T03:40:50+08:00,8, 452, 32768
2026-08-25T03:41:00+08:00,9, 452, 32768
2026-08-25T03:41:10+08:00,8, 452, 32768
2026-08-25T03:41:20+08:00,9, 452, 32768
2026-08-25T03:41:31+08:00,9, 452, 32768
2026-08-25T03:41:41+08:00,8, 452, 32768
2026-08-25T03:41:51+08:00,9, 452, 32768
2026-08-25T03:42:01+08:00,8, 452, 32768
2026-08-25T03:42:11+08:00,8, 452, 32768
2026-08-25T03:42:21+08:00,8, 452, 32768
2026-08-25T03:42:31+08:00,8, 452, 32768
2026-08-25T03:42:41+08:00,8, 452, 32768
2026-08-25T03:42:51+08:00,9, 452, 32768
2026-08-25T03:43:01+08:00,8, 452, 32768
2026-08-25T03:43:11+08:00,9, 452, 32768
2026-08-25T03:43:21+08:00,9, 452, 32768
2026-08-25T03:43:31+08:00,8, 452, 32768
2026-08-25T03:43:41+08:00,9, 452, 32768
2026-08-25T03:43:51+08:00,8, 452, 32768
2026-08-25T03:44:01+08:00,9, 452, 32768
2026-08-25T03:44:11+08:00,9, 452, 32768
2026-08-25T03:44:21+08:00,9, 452, 32768
2026-08-25T03:44:31+08:00,9, 452, 32768
2026-08-25T03:44:41+08:00,7, 452, 32768
2026-08-25T03:44:51+08:00,9, 452, 32768
2026-08-25T03:45:01+08:00,9, 452, 32768
2026-08-25T03:45:11+08:00,9, 452, 32768
2026-08-25T03:45:21+08:00,8, 452, 32768
2026-08-25T03:45:31+08:00,9, 452, 32768
2026-08-25T03:45:41+08:00,9, 452, 32768
2026-08-25T03:45:51+08:00,8, 452, 32768
2026-08-25T03:46:01+08:00,8, 452, 32768
2026-08-25T03:46:11+08:00,8, 452, 32768
2026-08-25T03:46:21+08:00,10, 452, 32768
2026-08-25T03:46:31+08:00,8, 452, 32768
2026-08-25T03:46:41+08:00,8, 452, 32768
2026-08-25T03:46:51+08:00,8, 452, 32768
2026-08-25T03:47:02+08:00,8, 452, 32768
2026-08-25T03:47:12+08:00,9, 452, 32768
2026-08-25T03:47:22+08:00,7, 452, 32768
2026-08-25T03:47:32+08:00,8, 452, 32768
2026-08-25T03:47:42+08:00,9, 452, 32768
2026-08-25T03:47:52+08:00,9, 452, 32768
2026-08-25T03:48:02+08:00,8, 452, 32768
2026-08-25T03:48:12+08:00,8, 452, 32768
2026-08-25T03:48:22+08:00,8, 452, 32768
2026-08-25T03:48:32+08:00,9, 452, 32768
2026-08-25T03:48:42+08:00,9, 452, 32768
2026-08-25T03:48:52+08:00,9, 452, 32768
2026-08-25T03:49:02+08:00,9, 452, 32768
2026-08-25T03:49:12+08:00,8, 452, 32768
2026-08-25T03:49:22+08:00,6, 452, 32768
2026-08-25T03:49:32+08:00,8, 452, 32768
2026-08-25T03:49:42+08:00,6, 452, 32768
2026-08-25T03:49:52+08:00,6, 452, 32768
2026-08-25T03:50:02+08:00,8, 452, 32768
2026-08-25T03:50:12+08:00,8, 452, 32768
2026-08-25T03:50:22+08:00,8, 452, 32768
2026-08-25T03:50:32+08:00,8, 452, 32768
2026-08-25T03:50:42+08:00,8, 452, 32768
2026-08-25T03:50:52+08:00,8, 452, 32768
2026-08-25T03:51:02+08:00,7, 452, 32768
2026-08-25T03:51:12+08:00,8, 452, 32768
2026-08-25T03:51:22+08:00,8, 452, 32768
2026-08-25T03:51:32+08:00,8, 452, 32768
2026-08-25T03:51:42+08:00,9, 452, 32768
2026-08-25T03:51:52+08:00,8, 452, 32768
2026-08-25T03:52:02+08:00,8, 452, 32768
2026-08-25T03:52:12+08:00,9, 452, 32768
2026-08-25T03:52:22+08:00,9, 452, 32768
2026-08-25T03:52:32+08:00,7, 452, 32768
2026-08-25T03:52:42+08:00,8, 452, 32768
2026-08-25T03:52:53+08:00,9, 452, 32768
2026-08-25T03:53:03+08:00,9, 452, 32768
2026-08-25T03:53:13+08:00,8, 452, 32768
2026-08-25T03:53:23+08:00,9, 452, 32768
2026-08-25T03:53:33+08:00,8, 452, 32768
2026-08-25T03:53:43+08:00,8, 452, 32768
2026-08-25T03:53:53+08:00,8, 452, 32768
2026-08-25T03:54:03+08:00,8, 452, 32768
2026-08-25T03:54:13+08:00,9, 452, 32768
2026-08-25T03:54:23+08:00,8, 452, 32768
2026-08-25T03:54:33+08:00,9, 452, 32768
2026-08-25T03:54:43+08:00,8, 452, 32768
2026-08-25T03:54:53+08:00,9, 452, 32768
2026-08-25T03:55:03+08:00,9, 452, 32768
2026-08-25T03:55:13+08:00,8, 452, 32768
2026-08-25T03:55:23+08:00,7, 452, 32768
2026-08-25T03:55:33+08:00,8, 452, 32768
2026-08-25T03:55:43+08:00,8, 452, 32768
2026-08-25T03:55:53+08:00,9, 452, 32768
2026-08-25T03:56:03+08:00,8, 452, 32768
2026-08-25T03:56:13+08:00,8, 452, 32768
2026-08-25T03:56:23+08:00,8, 452, 32768
2026-08-25T03:56:33+08:00,8, 452, 32768
2026-08-25T03:56:43+08:00,8, 452, 32768
2026-08-25T03:56:53+08:00,6, 452, 32768
2026-08-25T03:57:03+08:00,9, 452, 32768
2026-08-25T03:57:13+08:00,9, 452, 32768
2026-08-25T03:57:23+08:00,8, 452, 32768
2026-08-25T03:57:33+08:00,8, 452, 32768
2026-08-25T03:57:43+08:00,9, 452, 32768
2026-08-25T03:57:53+08:00,8, 452, 32768
2026-08-25T03:58:03+08:00,9, 452, 32768
2026-08-25T03:58:13+08:00,7, 452, 32768
2026-08-25T03:58:23+08:00,8, 452, 32768
2026-08-25T03:58:33+08:00,7, 452, 32768
2026-08-25T03:58:43+08:00,8, 452, 32768
2026-08-25T03:58:54+08:00,9, 452, 32768
2026-08-25T03:59:04+08:00,8, 452, 32768
2026-08-25T03:59:14+08:00,8, 452, 32768
2026-08-25T03:59:24+08:00,8, 452, 32768
2026-08-25T03:59:34+08:00,7, 452, 32768
2026-08-25T03:59:44+08:00,9, 452, 32768
2026-08-25T03:59:54+08:00,9, 452, 32768
2026-08-25T04:00:04+08:00,8, 452, 32768
2026-08-25T04:00:14+08:00,9, 452, 32768
2026-08-25T04:00:24+08:00,9, 452, 32768
2026-08-25T04:00:34+08:00,9, 452, 32768
2026-08-25T04:00:44+08:00,9, 452, 32768
2026-08-25T04:00:54+08:00,9, 452, 32768
2026-08-25T04:01:04+08:00,8, 452, 32768
2026-08-25T04:01:14+08:00,9, 452, 32768
2026-08-25T04:01:24+08:00,8, 452, 32768
2026-08-25T04:01:34+08:00,9, 452, 32768
2026-08-25T04:01:44+08:00,9, 452, 32768
2026-08-25T04:01:54+08:00,8, 452, 32768
2026-08-25T04:02:04+08:00,8, 452, 32768
2026-08-25T04:02:14+08:00,8, 452, 32768
2026-08-25T04:02:24+08:00,9, 452, 32768
2026-08-25T04:02:34+08:00,8, 452, 32768
2026-08-25T04:02:44+08:00,9, 452, 32768
2026-08-25T04:02:54+08:00,8, 452, 32768
2026-08-25T04:03:04+08:00,9, 452, 32768
2026-08-25T04:03:14+08:00,9, 452, 32768
2026-08-25T04:03:24+08:00,9, 452, 32768
2026-08-25T04:03:34+08:00,8, 452, 32768
2026-08-25T04:03:44+08:00,9, 452, 32768
2026-08-25T04:03:54+08:00,9, 452, 32768
2026-08-25T04:04:04+08:00,8, 452, 32768
2026-08-25T04:04:14+08:00,10, 452, 32768
2026-08-25T04:04:24+08:00,8, 452, 32768
2026-08-25T04:04:34+08:00,8, 452, 32768
2026-08-25T04:04:45+08:00,8, 452, 32768
2026-08-25T04:04:55+08:00,9, 452, 32768
2026-08-25T04:05:05+08:00,8, 452, 32768
2026-08-25T04:05:15+08:00,8, 452, 32768
2026-08-25T04:05:25+08:00,9, 452, 32768
2026-08-25T04:05:35+08:00,8, 452, 32768
2026-08-25T04:05:45+08:00,8, 452, 32768
2026-08-25T04:05:55+08:00,8, 452, 32768
2026-08-25T04:06:05+08:00,8, 452, 32768
2026-08-25T04:06:15+08:00,8, 452, 32768
2026-08-25T04:06:25+08:00,9, 452, 32768
2026-08-25T04:06:35+08:00,10, 452, 32768
2026-08-25T04:06:45+08:00,9, 452, 32768
2026-08-25T04:06:55+08:00,9, 452, 32768
2026-08-25T04:07:05+08:00,8, 452, 32768
2026-08-25T04:07:15+08:00,9, 452, 32768
2026-08-25T04:07:25+08:00,9, 452, 32768
2026-08-25T04:07:35+08:00,8, 452, 32768
2026-08-25T04:07:45+08:00,8, 452, 32768
2026-08-25T04:07:55+08:00,8, 452, 32768
2026-08-25T04:08:05+08:00,9, 452, 32768
2026-08-25T04:08:15+08:00,9, 452, 32768
2026-08-25T04:08:25+08:00,9, 452, 32768
2026-08-25T04:08:35+08:00,8, 452, 32768
2026-08-25T04:08:45+08:00,8, 452, 32768
2026-08-25T04:08:55+08:00,8, 452, 32768
2026-08-25T04:09:05+08:00,9, 452, 32768
2026-08-25T04:09:15+08:00,10, 452, 32768
2026-08-25T04:09:25+08:00,8, 452, 32768
2026-08-25T04:09:35+08:00,9, 452, 32768
2026-08-25T04:09:45+08:00,8, 452, 32768
2026-08-25T04:09:55+08:00,8, 452, 32768
2026-08-25T04:10:05+08:00,7, 452, 32768
2026-08-25T04:10:15+08:00,7, 452, 32768
2026-08-25T04:10:25+08:00,8, 452, 32768
2026-08-25T04:10:35+08:00,8, 452, 32768
