stage,lane,kgrid,qe_tag,integration,label,direction,delta_equal_distance,role,q_reduced_h,q_reduced_k,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
pilot,B,192,qe75_npk120k,tetrahedra_opt_no_degauss,K,K,0.0,development_anchor_cross_host,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5773502691896258,544.261553,544.261554,1005.030021,1227.882865,1227.882866,1281.164692
pilot,B,192,qe75_npk120k,tetrahedra_opt_no_degauss,KM_d007,KM,0.007,development,0.3356666666666666,0.32866666666666666,0.3356666666666666,0.5733088173052984,541.001577,547.287104,1004.825558,1224.979996,1230.834475,1289.306246
