campaign,degauss_Ry,kgrid,region,t_GK,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
FD0_K_DENSE_A,0.0006333623,192,K,0.977,0.325666666667,0.564071212998,533.326336,555.001857,1002.841856,1218.086465,1239.480315,1298.918691
FD0_K_DENSE_A,0.0006333623,192,K,0.981,0.327,0.566380614075,535.247151,553.0484,1003.554589,1219.80653,1237.203359,1296.764164
FD0_K_DENSE_A,0.0006333623,192,K,0.989,0.329666666667,0.570999416229,539.035609,549.209894,1004.506291,1223.200695,1232.912529,1291.709826
FD0_K_DENSE_A,0.0006333623,192,K,0.993,0.331,0.573308817305,540.900554,547.333487,1004.825575,1224.877553,1230.944123,1289.119421
FD0_K_DENSE_A,0.0006333623,192,K,0.997,0.332333333333,0.575618218382,542.740862,545.482919,1005.003935,1226.510209,1229.058535,1286.583976
FD0_K_DENSE_A,0.0006333623,192,K,1.0,0.333333333333,0.57735026919,544.262423,544.262424,1005.021297,1227.996951,1227.996952,1284.28108
