direction,distance_from_K,q_invA,electron_eV,hole_eV,electron_hole_mean_eV
KM,0.043500000000000004,0.07407007038495299,0.38960874551325486,0.3856467728087347,0.3876277591609948
KM,0.044,0.07492145050432031,0.39390735484815775,0.38986804614047,0.3918877004943139
KM,0.0445,0.07577283062368749,0.3982015098252025,0.394084548476759,0.39614302915098076
KM,0.045,0.07662421074305482,0.4024911968982605,0.3982962823980545,0.4003937396481575
KM,0.0455,0.07747559086242214,0.4067764024819396,0.4025032505385502,0.4046398265102449
KM,0.046,0.07832697098178933,0.4110571129522005,0.4067054555854561,0.4088812842688283
KM,0.0465,0.07917835110115665,0.41533331464697243,0.4109029002782765,0.41311810746262445
KM,0.047,0.08002973122052398,0.41960499386677386,0.4150955874080804,0.4173502906374271
KM,0.0475,0.08088111133989116,0.4238721368753815,0.41928351981674705,0.4215778283460643
KM,0.048,0.08173249145925848,0.42813472990048385,0.4234667003962129,0.4258007151483484
KM,0.0485,0.0825838715786258,0.43239275913438013,0.42764513208770216,0.43001894561104115
KM,0.049,0.08343525169799298,0.4366462107346609,0.431818817880933,0.43423251430779697
KM,0.0495,0.08428663181736032,0.44089507082495083,0.4359877608133371,0.438441415819144
KM,0.05,0.08513801193672764,0.4451393254956135,0.4401519639692535,0.4426456447324335
KM,0.0505,0.08598939205609482,0.4493789608045222,0.4443114304791087,0.44684519564181546
KM,0.051000000000000004,0.08684077217546214,0.45361396277781285,0.4484661635185958,0.45104006314820433
KM,0.051500000000000004,0.08769215229482948,0.45784431741066545,0.4526161663078394,0.4552302418592524
KM,0.052000000000000005,0.08854353241419666,0.4620700106681117,0.4567614421105448,0.45941572638932826
KM,0.0525,0.08939491253356398,0.4662910284858264,0.4609019942331507,0.46359651135948854
KM,0.053,0.0902462926529313,0.47050735677098743,0.4650378260239476,0.4677725913974675
KM,0.0535,0.09109767277229848,0.47471898140307656,0.4691689408722306,0.4719439611376536
KM,0.054,0.0919490528916658,0.478925888234786,0.47329534220738356,0.4761106152210848
KM,0.0545,0.09280043301103313,0.4831280630928543,0.47741703349799725,0.48027254829542576
KM,0.055,0.09365181313040032,0.48732549177897044,0.4815340182509864,0.4844297550149784
KM,0.0555,0.09450319324976764,0.4915181600706928,0.4856463000106417,0.48858223004066725
KM,0.056,0.09535457336913497,0.49570605372233745,0.48975388235774275,0.4927299680400401
KM,0.0565,0.09620595348850214,0.49988915846594395,0.49385676890860664,0.4968729636872753
KM,0.057,0.09705733360786947,0.5040674600122024,0.4979549633141689,0.5010112116631856
KM,0.0575,0.09790871372723679,0.5082409440514253,0.5020484692590319,0.5051447066552286
KM,0.058,0.09876009384660399,0.5124095962545319,0.5061372904605062,0.509273443357519
KM,0.0585,0.09961147396597131,0.5165734022740223,0.51022143066767,0.5133974164708461
KM,0.059000000000000004,0.10046285408533863,0.5207323477450032,0.514300893660387,0.5175166207026951
KM,0.059500000000000004,0.10131423420470582,0.5248864182861963,0.5183756832483337,0.521631050767265
KM,0.06,0.10216561432407315,0.5290355995009743,0.5224458032700374,0.5257407013855059
