smearing_degauss_Ry,lattice_temperature_K,direction,signed_q_2pi_over_a,q1,q2,MLIP_plus_full_EPC_LR_cm-1,DFT_TDEP_wave3_raw_6x6_cm-1,DFT_TDEP_wave1_plus_full_EPC_LR_cm-1,DFT_TDEP_wave2_plus_full_EPC_LR_cm-1,DFT_TDEP_wave3_plus_full_EPC_LR_cm-1
0.0019000869,300,KG,-0.015666666666666666,0.3255,0.3255,1291.406435119262,1281.2482015990931,1293.7282113376127,1305.1855281738135,1289.6483296514277
0.0019000869,300,KG,-0.015333333333333332,0.32566666666666666,0.32566666666666666,1291.1374338503063,1281.2239853728706,1293.4719004779083,1304.936701374449,1289.393041529474
0.0019000869,300,KG,-0.015,0.32583333333333336,0.32583333333333336,1290.8665764502834,1281.2002808377306,1293.2134885330654,1304.6856864446759,1289.1356118396204
0.0019000869,300,KG,-0.014666666666666665,0.326,0.326,1290.5979811145514,1281.177088478092,1292.9570854536244,1304.4365569502713,1288.8801632731731
0.0019000869,300,KG,-0.014333333333333333,0.32616666666666666,0.32616666666666666,1290.3225117616994,1281.1544087730404,1292.6935710788557,1304.1802727523718,1288.6175465612107
0.0019000869,300,KG,-0.014,0.3263333333333333,0.3263333333333333,1290.0509689181695,1281.1322421962916,1292.4337254622792,1303.9275187742019,1288.3585755968254
0.0019000869,300,KG,-0.013666666666666667,0.3265,0.3265,1289.781974641378,1281.110589216163,1292.1761723616648,1303.6769305764699,1288.1018695253701
0.0019000869,300,KG,-0.013333333333333332,0.32666666666666666,0.32666666666666666,1289.5139308691696,1281.0894502955286,1291.919315894479,1303.426926060114,1287.845827158227
0.0019000869,300,KG,-0.013,0.32683333333333336,0.32683333333333336,1289.2464063311872,1281.0688258917883,1291.6627248618317,1303.1770775650973,1287.590015675151
0.0019000869,300,KG,-0.012666666666666666,0.327,0.327,1288.9771546309792,1281.0487164568308,1291.4041563811838,1302.925161780458,1287.3321848423088
0.0019000869,300,KG,-0.012333333333333332,0.32716666666666666,0.32716666666666666,1288.7071684431337,1281.0291224369964,1291.144600618094,1302.6721598951833,1287.073327700563
0.0019000869,300,KG,-0.012,0.3273333333333333,0.3273333333333333,1288.4340156701976,1281.010044273044,1290.8816294401622,1302.4156650460202,1286.8110081803072
0.0019000869,300,KG,-0.011666666666666667,0.3275,0.3275,1288.1643372375822,1280.991482400109,1290.6218705544595,1302.1622460168626,1286.5518746983462
0.0019000869,300,KG,-0.011333333333333334,0.32766666666666666,0.32766666666666666,1287.8908941853176,1280.973437247673,1290.358098123776,1301.9047407408125,1286.2886783039323
0.0019000869,300,KG,-0.011,0.32783333333333337,0.32783333333333337,1287.6172815491338,1280.9559092395236,1290.0938997503881,1301.646704805295,1286.0250176932832
0.0019000869,300,KG,-0.010666666666666666,0.328,0.328,1287.350989726098,1280.9388987937198,1289.836750794074,1301.3955469319694,1285.7683916251044
0.0019000869,300,KG,-0.010333333333333333,0.32816666666666666,0.32816666666666666,1287.074999481485,1280.922406322555,1289.5696641932757,1301.1344306601327,1285.5017590357454
0.0019000869,300,KG,-0.009999999999999998,0.3283333333333333,0.3283333333333333,1286.807697482674,1280.90643223252,1289.3109905521246,1300.8815433143798,1285.24352834286
0.0019000869,300,KG,-0.009666666666666667,0.3285,0.3285,1286.543170527232,1280.8909769242678,1289.0548274496875,1300.6310346052746,1284.9877781996415
0.0019000869,300,KG,-0.009333333333333332,0.32866666666666666,0.32866666666666666,1286.269694570753,1280.876040792575,1288.789473168153,1300.3713067454814,1284.7227695988731
0.0019000869,300,KG,-0.009,0.32883333333333337,0.32883333333333337,1286.0142202801671,1280.8616242263065,1288.5418251588821,1300.1290173843017,1284.4754848826483
0.0019000869,300,KG,-0.008666666666666666,0.329,0.329,1285.7491120972413,1280.8477276083795,1288.2843013960874,1299.8768299241322,1284.2182544660068
0.0019000869,300,KG,-0.008333333333333333,0.32916666666666666,0.32916666666666666,1285.4870606464526,1280.8343513157251,1288.029567143179,1299.6272965344892,1283.9637834569107
0.0019000869,300,KG,-0.008,0.3293333333333333,0.3293333333333333,1285.2439949616091,1280.8214957192522,1287.793519368144,1299.3961719450358,1283.7280189237238
0.0019000869,300,KG,-0.007666666666666666,0.3295,0.3295,1284.9815798167735,1280.8091611838117,1287.5378981768836,1299.145537560892,1283.4725795640268
0.0019000869,300,KG,-0.007333333333333332,0.32966666666666666,0.32966666666666666,1284.7399875165763,1280.7973480681576,1287.3027957814586,1298.915127245631,1283.237684323874
0.0019000869,300,KG,-0.007,0.32983333333333337,0.32983333333333337,1284.5049833119938,1280.7860567249138,1287.0740050934505,1298.6908604400824,1283.009080884039
0.0019000869,300,KG,-0.006666666666666666,0.33,0.33,1284.2564752254311,1280.7752875005328,1286.8314738426197,1298.4528640175704,1282.7666531977784
0.0019000869,300,KG,-0.006333333333333333,0.33016666666666666,0.33016666666666666,1284.0405217600132,1280.765040735263,1286.621167963423,1298.2466922619979,1282.5565126131778
