mp_id,n_imaginary,asr_residual,uncertainty
mp-22862,0,1.1647717878393971e-07,5.823858939196985e-07
mp-2172,0,2.255570868217112e-07,1.127785434108556e-06
mp-2472,0,8.647833913241036e-08,4.323916956620518e-07
mp-632229,71,5.19736539467431e-07,71.0000025986827
mp-760411,205,3.238642720579865e-07,205.00000161932135
mp-761842,86,1.4888911209352574e-07,86.00000074444556
mp-673245,0,7.113934891325858e-08,3.556967445662929e-07
mp-20878,42,7.5035207567009e-08,42.000000375176036
mp-2242,142,6.258842505704657e-08,142.00000031294212
mp-558134,212,6.44589738305229e-08,212.00000032229488
mp-581967,590,2.7878951152124565e-07,590.0000013939475
mp-753378,26,3.532896015467573e-07,26.00000176644801
mp-29510,619,2.4617655028178026e-07,619.0000012308827
mp-568348,0,3.0953186819838157e-07,1.5476593409919079e-06
mp-23154,478,6.622409075868498e-08,478.0000003311205
mp-7441,51,1.2222225688775651e-07,51.00000061111128
mp-19795,24,9.529119046976616e-08,24.000000476455952
mp-27726,623,3.057243435245967e-07,623.0000015286217
mp-36066,39,5.108935851135948e-07,39.000002554467926
mp-556328,9,9.410632374032497e-08,9.000000470531619
mp-557082,20,5.418484634788096e-07,20.000002709242317
mp-753671,9,4.967889752185236e-07,9.000002483944876
mp-776016,41,1.3107498568351546e-07,41.000000655374926
mp-23052,79,1.0421490782065881e-07,79.00000052107454
mp-28027,353,1.7639603828827172e-07,353.0000008819802
mp-29312,162,6.107795601805754e-08,162.0000003053898
mp-34381,137,5.489282247265464e-07,137.00000274464114
mp-542613,1,1.5044479276323686e-07,1.0000007522239638
mp-557465,126,2.8595230722326544e-07,126.00000142976154
mp-560616,24,3.4906931431840534e-07,24.000001745346573
mp-644271,93,3.6542505631933097e-07,93.00000182712529
mp-644419,324,5.665525774134725e-07,324.0000028327629
mp-776097,20,1.732923089820043e-07,20.000000866461544
mp-31243,86,3.304077610933864e-08,86.00000016520389
mp-560381,237,2.011044588730663e-07,237.0000010055223
mp-6109,456,2.854857435882386e-07,456.00000142742874
mp-622930,0,1.5112797255612814e-07,7.556398627806407e-07
mp-673798,73,7.28546464264995e-08,73.00000036427323
mp-776024,418,1.8045899519082958e-07,418.00000090229497
