t_GK,old_band1_rel_eV,old_band2_rel_eV,matched_band1_rel_eV,matched_band2_rel_eV
0.0,-7.668256971775288,3.54308943587691,4.679774499911728,11.488416500088267
0.002,-7.666899064334063,3.5417614555706334,4.679815147989999,11.488306434031756
0.004,-7.665570584252053,3.540523739509201,4.679926605838261,11.487990296213777
0.006,-7.664273316263594,3.5393786570178776,4.680108944994648,11.487468026630129
0.008,-7.663008752041645,3.538328671865401,4.68036226090962,11.48673954662344
0.01,-7.661778089502495,3.5373763383809,4.680686672970528,11.485804759076483
0.012,-7.660582233272415,3.5365242974707,4.681082324668335,11.484663548555016
0.014,-7.659421796290943,3.535775272522656,4.6815493839028495,11.48331578140155
0.016,-7.658297102518596,3.535132065182566,4.682088043420933,11.481761305781898
0.018000000000000002,-7.6572081907106275,3.534597550984335,4.682698521380692,11.479999951688011
0.02,-7.656154819212044,3.534174674813001,4.683381062032966,11.478031530900942
0.022,-7.655136471723599,3.533866446177554,4.68413593651,11.475855836918974
0.024,-7.654152363982992,3.5336759342685697,4.684963443709542,11.473472644856734
0.026000000000000002,-7.65320145130108,3.533606262774298,4.685863911261512,11.470881711321745
0.028,-7.652282436888405,3.5336606044277383,4.686837696562955,11.468082774276056
0.03,-7.651393780903484,3.5338421752568063,4.687885187865753,11.465075552890688
0.032,-7.65053371015166,3.5341542285094034,4.68900680540073,11.461859747401682
0.034,-7.649700228360328,3.5346000482257516,4.690203002520672,11.458435038976972
0.036000000000000004,-7.648891126954699,3.535182942431103,4.691474266844101,11.454801089603794
0.038,-7.648103996256757,3.535906235923364,4.692821121380891,11.450957542006694
0.04,-7.64733623702971,3.5367732626319244,4.694244125620273,11.44690401960641
0.042,-7.6465850722898425,3.53778735752641,4.695743876561586,11.442640126530598
0.044,-7.645847559308524,3.5389518480567723,4.697321009667577,11.438165447686835
0.046,-7.645120601728171,3.540270045109446,4.698976199720306,11.43347954890897
0.048,-7.6444009617179765,3.541745233467905,4.700710161559548,11.42858197718753
0.05,-7.643685272097184,3.5433806617700974,4.702523650684009,11.423472260994895
0.052000000000000005,-7.642970048357104,3.5451795319596133,4.704417463695835,11.418149910715641
0.054,-7.642251700516092,3.5471449882322976,4.7063924385696945,11.412614419192217
0.056,-7.641526544745919,3.549280105485049,4.708449454728253,11.406865262395694
0.058,-7.640790814712063,3.5515878772789273,4.710589432906729,11.400901900230725
0.06,-7.640040672575599,3.554071203334206,4.712813334790348,11.39472377748347
0.062,-7.639272219608956,3.5567328765808046,4.715122162409388,11.388330324920304
0.064,-7.638481506383941,3.5595755697932683,4.71751695727815,11.381720960544616
0.066,-7.637664542495377,3.562601821845413,4.71999879926529,11.37489509101799
0.068,-7.636817305790189,3.565814023625681,4.722568805184631,11.367852113251253
0.07,-7.635935751077576,3.5692144036600366,4.725228127097285,11.36059141616984
0.07200000000000001,-7.635015818301993,3.572805013495032,4.727977950317475,11.353112382656885
0.074,-7.634053440166931,3.5765877128992423,4.730819491116494,11.34541439167636
0.076,-7.633044549203864,3.5805641549466345,4.733753994121158,11.337496820577446
0.078,-7.6319850842862005,3.5847357710505765,4.736782729404973,11.329359047580017
0.08,-7.630870996594816,3.589103756021908,4.739906989272556,11.321000454440043
0.082,-7.629698255046809,3.593669053228958,4.743128084739748,11.312420429292253
0.084,-7.628462851205284,3.5984323399413465,4.746447341714229,11.303618369666289
0.08600000000000001,-7.62716080369253,3.6033940129429136,4.749866096883592,11.29459368567112
0.088,-7.6257881621344845,3.6085541745021112,4.753385693319826,11.28534580334124
0.09,-7.624341010668595,3.6139126187906685,4.757007475811858,11.27587416813682
0.092,-7.622815471051173,3.6194688188431483,4.760732785939443,11.266178248588844
0.094,-7.621207705404433,3.625221914151255,4.764562956904317,11.25625754007853
0.096,-7.619513918645963,3.6311706989873667,4.768499308136333,11.246111568739643
0.098,-7.617730360646628,3.637313611551651,4.772543139694632,11.2357398954707
0.1,-7.61585332816447,3.6436487240363817,4.776695726485704,11.225142120042882
0.10200000000000001,-7.61387916660414,3.6501737336996047,4.780958312322218,11.214317885288512
0.10400000000000001,-7.611804271652109,3.656885955038149,4.785332103848399,11.20326688135384
0.106,-7.609625090838407,3.6637823131471308,4.789818264359257,11.191988849998676
0.108,-7.607338125075445,3.670859338349594,4.794417907542699,11.180483588924648
0.11,-7.604939930223861,3.6781131621756398,4.799132091175199,11.168750956113087
0.112,-7.602427118733645,3.685539514765659,4.803961810802566,11.156790874152414
0.114,-7.5997963614075905,3.6931337237666466,4.8089079934391155,11.14460333453469
0.116,-7.597044389331145,3.700890714784588,4.813971491319061,11.132188401899981
0.11800000000000001,-7.5941679960100705,3.7088050134492487,4.819153075735126,11.11954621820701
0.12,-7.591164039754287,3.7168707491404103,4.824453430999874,11.106677006808066
0.122,-7.5880294463419675,3.7250816604171035,4.829873148565866,11.09358107640594
0.124,-7.584761211994397,3.73343110218316,4.835412721340976,11.080258824870427
0.126,-7.581356406686976,3.7419120546140254,4.841072538235224,11.066710742892045
0.128,-7.57781217781758,3.750517133860969,4.846852878975624,11.052937417450632
0.13,-7.574125754247853,3.759238604539771,4.852753909225058,11.038939535076771
0.132,-7.570294450728238,3.7680683940017463,4.858775676040595,11.024717884884176
0.134,-7.566315672711661,3.77699810837555,4.864918103706425,11.010273361352002
0.136,-7.5621869215556865,3.786019050358738,4.871180989974902,10.995606966836164
0.138,-7.557905800106986,3.7951222387286307,4.877564002748951,10.980719813789932
0.14,-7.5534700186566655,3.804298429532503,4.884066677237032,10.965613126674533
0.14200000000000002,-7.548877401249446,3.8135381389078526,4.890688413610786,10.950288243541763
0.14400000000000002,-7.544125892323874,3.822831667474335,4.897428475193598,10.934746617271436
0.146,-7.53921356365612,3.832169126229959,4.904285987206422,10.918989816447898
0.148,-7.534138621574152,3.8415404638755524,4.911259936095211,10.903019525860888
0.15,-7.528899414404726,3.8509354954830934,4.918349169461921,10.886837546617866
0.152,-7.5234944401107215,3.8603439324156374,4.925552396618711,10.87044579585579
0.154,-7.517922354072149,3.8697554133989893,4.932868189782367,10.853846306042556
0.156,-7.512181976960492,3.8791595366382152,4.940294985923258,10.837041223859593
0.158,-7.506272302652008,3.888545892865601,4.9478310892801876,10.820032808659029
0.16,-7.500192506122944,3.8979040992005913,4.955474674549622,10.80282343049058
0.162,-7.493941951266549,3.9072238336968335,4.963223790754617,10.785415567695377
0.164,-7.487520198569606,3.9164948704466744,4.971076365795575,10.767811804065687
0.166,-7.480927012584574,3.925707115109093,4.979030211681669,10.750014825571569
0.168,-7.4741623691315136,3.934850640723679,4.987083030438388,10.732027416657694
0.17,-7.4672264621637305,3.9439157236701465,4.995232420683381,10.71385245611528
0.17200000000000001,-7.4601197102304,3.952892879630731,5.00347588485913,10.69549291253653
0.17400000000000002,-7.452842762468991,3.961772899411204,5.011810837107649,10.676951839360765
0.176,-7.445396504062107,3.970546884475219,5.02023461176885,10.65823236952372
0.178,-7.4377820610929275,3.979206282046639,5.028744472480921,10.639337709723495
0.18,-7.430000804735944,3.9877429196346865,5.037337621857239,10.620271134318525
0.182,-7.422054354721273,3.9961490388380607,5.046011211711392,10.60103597887528
0.184,-7.4139445820132055,4.004417328285703,5.054762353798333,10.58163563338513
0.186,-7.4056736106465,4.012540955574425,5.063588131036156,10.562073535171582
0.188,-7.397243818667303,4.020513598066575,5.07248560917054,10.542353161511514
0.19,-7.388657838129045,4.028329472414481,5.081451848839973,10.522478021995077
0.192,-7.379918554097736,4.035983362682808,5.090483917997693,10.502451650651157
0.194,-7.371029102625763,4.043470646944611,5.099578904642934,10.482277597866513
0.196,-7.361992867657611,4.050787322232371,5.108733929811899,10.461959422128615
0.198,-7.352813476836205,4.057930027731203,5.1179461607760794,10.441500681622927
0.2,-7.3434947961843475,4.064896066107836,5.127212824393464,10.420904925717306
0.202,-7.334040923640505,4.07168342287602,5.136531220556085,10.400175686366705
0.20400000000000001,-7.324456181435269,4.078290783706319,5.145898735675624,10.37931646947279
