stage,lane,kgrid,qe_tag,integration,label,direction,delta_equal_distance,role,q_reduced_h,q_reduced_k,qx_2pia,qy_2pia,f1_cm-1,f2_cm-1,f3_cm-1,f4_cm-1,f5_cm-1,f6_cm-1
diagnostic,A,288,qe75_npk120k,tetrahedra_opt_no_degauss,K,K,0.0,k288_cross_host_anchor,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5773502691896258,544.269929,544.26993,1005.031215,1227.938827,1227.938828,1282.182972
diagnostic,A,288,qe75_npk120k,tetrahedra_opt_no_degauss,KG_d003,KG,0.003,k288_d003_convergence,0.3323333333333333,0.3323333333333333,0.3323333333333333,0.5756182183820568,542.775641,545.518988,1005.006771,1226.553968,1229.10681,1287.010106
